set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
911615-1,AT-AT,/sets/911615-1/AT-AT,Licensed,Star Wars,Magazine Gift,2016,,0,,,,"New: $4, Used: $3",,,"Galactic Empire, Hoth, Microscale, Original Trilogy, The Empire Strikes Back, Walker",Other,Foil pack,"[UK/EU] Free with Star Wars comic, September 2016"
911616-1,MTT,/sets/911616-1/MTT,Licensed,Star Wars,Magazine Gift,2016,45,0,,,,"New: $3, Used: $3",,,"Microscale, Naboo, Prequel Trilogy, The Phantom Menace, Trade Federation",Other,Foil pack,"[UK/EU] Free with Star Wars comic, October 2016"
911617-1,Palpatine's Shuttle,/sets/911617-1/Palpatine-s-Shuttle,Licensed,Star Wars,Magazine Gift,2016,,0,,,,"New: $3, Used: $2",,,"Galactic Empire, Microscale, Prequel Trilogy, Revenge of the Sith, Star Wars Shuttle",Other,Foil pack,"[UK/EU] Free with Star Wars comic, November 2016"
2000447-1,Mini Milo,/sets/2000447-1/Mini-Milo,Educational,Education,,2016,31,0,,,,"New: $4, Used: Not known",,,Polybag,Normal,Polybag,[US] Given away at CES 2016 at the launch of WeDo 2.0
2000448-1,Max and Mia,/sets/2000448-1/Max-and-Mia,Educational,Education,,2016,9,2,,/minifigs/inset-2000448-1,,"New: $5, Used: Not known",,,"Max, Mia, Polybag",Normal,Polybag,
2000451-1,The Panama Canal,/sets/2000451-1/The-Panama-Canal,Educational,Education,,2016,1184,1,/inventories/2000451-1,/minifigs/inset-2000451-1,$249.99,"New: $269, Used: $175",3.0,1review,"Boat, Cargo Ship, Container Ship, Microscale, Ship",Normal,Box,"Available only in Panama. Production run said to be just 40,000."
2000711-1,WeDo Replacement Pack 2,/sets/2000711-1/WeDo-Replacement-Pack-2,Educational,Education,,2016,34,0,,,,"New: $1, Used: Not known",,,Polybag,Extended,Polybag,
2000715-1,WeDo 2.0 Replacement Pack,/sets/2000715-1/WeDo-2-0-Replacement-Pack,Educational,Education,,2016,109,0,,,,"New: $7, Used: Not known ",,,Polybag,Extended,Polybag,
2000716-1,FIRST LEGO League (FLL) Replacement Pack 2016 - Animal Allies,/sets/2000716-1/FIRST-LEGO-League-(FLL)-Replacement-Pack-2016-Animal-Allies,Educational,Education,FIRST LEGO League,2016,87,0,,,,"New: Not known, Used: Not known",,,Polybag,Extended,Polybag,
2005544-1,Education EV3 Design Engineering Projects,/sets/2005544-1/Education-EV3-Design-Engineering-Projects,Educational,Education,Mindstorms,2016,,0,,,,"New: Not known, Used: Not known",,,,Extended,,
2045300-1,WeDo 2.0 Curriculum Pack,/sets/2045300-1/WeDo-2-0-Curriculum-Pack,Educational,Education,,2016,,0,,,,"New: Not known, Used: Not known",,,,Extended,Tub,
3850007-1,Elephant,/sets/3850007-1/Elephant,Miscellaneous,Miscellaneous,Pick A Model,2016,27,0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Elephant",Extended,Blister pack,
3850008-1,Jet,/sets/3850008-1/Jet,Miscellaneous,Miscellaneous,Pick A Model,2016,18,0,,,,"New: Not known, Used: Not known",,,"Aircraft, Jet Aircraft, Microscale",Extended,Blister pack,
3850009-1,Aircraft,/sets/3850009-1/Aircraft,Miscellaneous,Miscellaneous,Pick A Model,2016,41,0,,,,"New: Not known, Used: Not known",,,"Aircraft, Jet Aircraft, Microscale",Extended,Blister pack,
3850010-1,Butterfly,/sets/3850010-1/Butterfly,Miscellaneous,Miscellaneous,Pick A Model,2016,45,0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Insect",Extended,Blister pack,Same as 3850072-1 
3850011-1,Statue of Liberty,/sets/3850011-1/Statue-of-Liberty,Miscellaneous,Miscellaneous,Pick A Model,2016,58,0,,,,"New: Not known, Used: Not known",,,"Female, Microscale, New York, Statue, USA",Extended,Blister pack,Available in New York brand stores.
3850012-1,Truck,/sets/3850012-1/Truck,Miscellaneous,Miscellaneous,Pick A Model,2016,,0,,,,"New: Not known, Used: Not known",,,"Microscale, Truck",Extended,Blister pack,
3850013-1,Turtle,/sets/3850013-1/Turtle,Miscellaneous,Miscellaneous,Pick A Model,2016,,0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Turtle",Extended,Blister pack,
3850014-1,Snowplough,/sets/3850014-1/Snowplough,Miscellaneous,Miscellaneous,Pick A Model,2016,44,0,,,,"New: Not known, Used: Not known",,,"Snowplough, Trailer",Extended,Blister pack,
3850015-1,Penguin,/sets/3850015-1/Penguin,Miscellaneous,Miscellaneous,Pick A Model,2016,,0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Penguin",Extended,Blister pack,
4000022-1,LEGO Truck Show,/sets/4000022-1/LEGO-Truck-Show,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,2016,816,8,,/minifigs/inset-4000022-1,,"New: $53, Used: Not known",,,"Articulated Lorry, Car, Castle, House, Lego History, Lighthouse, Microscale, Rocket, Ship, Skating, Trailer, Truck, Volvo",Normal,Box,LEGO Inside Tour 2016 exclusive set.
4000023-1,Jiaxing Factory 2016,/sets/4000023-1/Jiaxing-Factory-2016,Miscellaneous,Miscellaneous,LEGO internal,2016,406,0,/inventories/4000023-1,,,"New: $166, Used: Not known",,,"China, Lego Premises, Microscale",Normal,Box,
4002016-1,50 Years on Track,/sets/4002016-1/50-Years-on-Track,Miscellaneous,Miscellaneous,Employee gift,2016,1141,0,,,,"New: $175, Used: $98",,,"Anniversary Set, Christmas, Electric Locomotive, Lego History, Metroliner, Microscale, Monorail, Passenger Train, Space, Steam Locomotive",Normal,Box,
5002946-1,Silver Centurion,/sets/5002946-1/Silver-Centurion,Licensed,Marvel Super Heroes,Avengers: Age of Ultron,2016,12,1,,/minifigs/inset-5002946-1,,"New: $39, Used: $30",4.8,4,"Iron Man, Marvel Cinematic Universe, Polybag, Video Game Exclusive",Extended,Polybag,
5004277-1,4 stud Pink Storage Brick,/sets/5004277-1/4-stud-Pink-Storage-Brick,Miscellaneous,Gear,Storage,2016,,0,,,"£17.99, 19.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5004388-1,Nexo Knights Intro Pack,/sets/5004388-1/Nexo-Knights-Intro-Pack,Action/Adventure,Nexo Knights,Miscellaneous,2016,8,1,,/minifigs/inset-5004388-1,,"New: $1, Used: $1",2.0,1review,"Crust Smasher, 1St Wave, Gift with Purchase, Knighton, Polybag",Extended,Polybag,"[NA] Free with qualifying purchases at shop.LEGO.com, January and February 2016."
5004389-1,Battle Station,/sets/5004389-1/Battle-Station,Action/Adventure,Nexo Knights,Miscellaneous,2016,19,0,,,,"New: $1, Used: $3",2.0,1review,"1St Wave, Knighton, Merlok 2.0.",Extended,Box,"[EU] Free with qualifying purchases at shop.LEGO.com, February 2016."
5004390-1,King's Guard,/sets/5004390-1/King-s-Guard,Action/Adventure,Nexo Knights,Miscellaneous,2016,5,1,,/minifigs/inset-5004390-1,,"New: $3, Used: Not known",5.0,1review,"King's Guard, Clamshell Box, Gift with Purchase, Knighton",Extended,Box,"[NA] Available with a calendar token at LEGO brand stores, July-October 2016. "
5004391-1,Sky Pirates Battle,/sets/5004391-1/Sky-Pirates-Battle,Action/Adventure,Ninjago,Skybound,2016,32,2,,/minifigs/inset-5004391-1,,"New: $6, Used: Not known",,,"Cyren, Training Robot, Polybag, Robot, Sky Pirates",Extended,Polybag,
5004393-1,Cole,/sets/5004393-1/Cole,Action/Adventure,Ninjago,Rebooted,2016,7,1,,/minifigs/inset-5004393-1,,"New: $5, Used: $3",,,"Cole, Clamshell Box, Earth, Ninjago Ninjas",Extended,Box,"[CA] Free with qualifying purchases at Toys R Us, October 2016."
5004395-1,Jewelry and Sticker Pack,/sets/5004395-1/Jewelry-and-Sticker-Pack,Girls,Friends,Accessories,2016,16,0,,,,"New: Not known, Used: Not known",,,Polybag,Extended,Polybag,Included in 66558-1 
5004398-1,Friends Playmat,/sets/5004398-1/Friends-Playmat,Miscellaneous,Gear,Playmats,2016,,0,,,,"New: Not known, Used: Not known",,,"Friends, Playmat",Gear,,
5004401-1,Wildlife Puzzle,/sets/5004401-1/Wildlife-Puzzle,Pre-school,Duplo,,2016,3,0,,,,"New: $5, Used: Not known",,,"Elephant, Giraffe, Polybag",Extended,Polybag,
5004403-1,Playmat,/sets/5004403-1/Playmat,Miscellaneous,Gear,Playmats,2016,,0,,,,"New: Not known, Used: Not known",,,"City, Pedestrian Crossing, Playmat",Gear,,
5004404-1,Police Chase,/sets/5004404-1/Police-Chase,Modern day,City,Police,2016,37,0,,,,"New: $3, Used: $4",,,"Police, Polybag",Extended,Polybag,"[EU, UK, AU, NZ] Free with qualifying purchases at shop.LEGO.com and LEGO brand stores, August 2016."
5004406-1,First Order General,/sets/5004406-1/First-Order-General,Licensed,Star Wars,The Force Awakens,2016,4,1,,/minifigs/inset-5004406-1,,"New: $4, Used: $2",4.5,2,"First Order General, First Order, Polybag, Sequel Trilogy",Extended,Polybag,"[EU] Offered in some brand stores during the May the Fourth promotion, 2016[US] Available in Toys R Us, October 2016[DE] Available in Toys R Us, October 2016"
5004408-1,Rebel A-wing Pilot,/sets/5004408-1/Rebel-A-wing-Pilot,Licensed,Star Wars,Rebels,2016,5,1,,/minifigs/inset-5004408-1,0.01€,"New: $5, Used: $3",5.0,2,"A-wing Pilot, Cartoon, Phoenix Squadron, Polybag, Rebel Alliance, Season 2",Extended,Polybag,"[NL] Free with certain Star Wars purchases in Toys R Us, October 2016.[DE] Sold in Toys R Us, October 2016"
5004409-1,Accessory pack,/sets/5004409-1/Accessory-pack,Constraction,Bionicle,Packs,2016,5,0,,,,"New: Not known, Used: Not known",,,"Golden Mask Of Power, Mask Maker Mask, Polybag",Extended,Polybag,
5004419-1,Classic Knights Minifigure,/sets/5004419-1/Classic-Knights-Minifigure,Historical,Castle,,2016,47,1,,/minifigs/inset-5004419-1,,"New: $11, Used: $9",5.0,4,"Cart, Classic Knights, Gift with Purchase",Extended,Box,"Free with qualifying purchases at shop.LEGO.com, July 2016."
5004420-1,Toy Soldier,/sets/5004420-1/Toy-Soldier,Miscellaneous,Seasonal,Christmas,2016,34,0,,,,"New: $12, Used: $5",4.0,1review,"Brick Built Figure, Christmas, Gift with Purchase, Military, Tree Ornament",Extended,Other,"[EU, UK, AU, NZ] Free with qualifying purchases at shop.LEGO.com and LEGO Brand Stores, 12 - 23 November, 2016."
5004421-1,Musicians minifigure collection,/sets/5004421-1/Musicians-minifigure-collection,Miscellaneous,Miscellaneous,Minifigure collection,2016,17,4,,/minifigs/inset-5004421-1,,"New: $13, Used: Not known",,,"Bricktober, Minifigure Pack, Toys R Us",Extended,Box,"[DE] Available at ToysRUs.de, August 2016."
5004422-1,Warriors minifigure collection,/sets/5004422-1/Warriors-minifigure-collection,Miscellaneous,Miscellaneous,Minifigure collection,2016,17,4,,/minifigs/inset-5004422-1,,"New: $16, Used: Not known",,,"Bricktober, Minifigure Pack, Toys R Us",Extended,Box,"[DE] Available at ToysRUs.de, September 2016."
5004468-1,Iconic Easter Minifigure,/sets/5004468-1/Iconic-Easter-Minifigure,Miscellaneous,Seasonal,Easter,2016,4,1,,/minifigs/inset-5004468-1,,"New: $5, Used: $2",5.0,2,"Chicken, Clamshell Box, Easter",Extended,Box,"Free with qualifying purchases at shop.LEGO.com, March 2016."
5004538-1,Wonder Woman Minifigure Alarm Clock,/sets/5004538-1/Wonder-Woman-Minifigure-Alarm-Clock,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£24.99, 29.99€","New: Not known , Used: Not known",,,,Gear,,
5004573-1,Athletes minifigure collection,/sets/5004573-1/Athletes-minifigure-collection,Miscellaneous,Miscellaneous,Minifigure collection,2016,20,4,,/minifigs/inset-5004573-1,,"New: $15, Used: Not known",,,"Bricktober, Minifigure Pack, Octan, Toys R Us",Extended,Box,"[DE] Available at ToysRUs.de, September 2016."
5004574-1,Cops and Robbers minifigure collection,/sets/5004574-1/Cops-and-Robbers-minifigure-collection,Miscellaneous,Miscellaneous,Minifigure collection,2016,17,4,,/minifigs/inset-5004574-1,,"New: Not known, Used: Not known",,,"Bricktober, Minifigure Pack, Toys R Us",Extended,Box,"[DE] Available at ToysRUs.de, September 2016."
5004612-1,Lucy Wyldstyle Minifigure Link Watch,/sets/5004612-1/Lucy-Wyldstyle-Minifigure-Link-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,$24.99,"New: Not known, Used: Not known",,,,Gear,Box,
5004720-1,NINJAGO Shadow of Ronin ,/sets/5004720-1/NINJAGO-Shadow-of-Ronin,Miscellaneous,Gear,Video Games/PS Vita,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004721-1,NINJAGO Shadow of Ronin,/sets/5004721-1/NINJAGO-Shadow-of-Ronin,Miscellaneous,Gear,Video Games/3DS,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004797-1,The Joker Key Light,/sets/5004797-1/The-Joker-Key-Light,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£9.99, 9.09€","New: Not known, Used: Not known",,,,Gear,,
5004833-1,WeDo 2.0 ReadyGo Classroom Packs,/sets/5004833-1/WeDo-2-0-ReadyGo-Classroom-Packs,Educational,Education,,2016,,0,,,,"New: Not known, Used: Not known",,,,Extended,Tub,"Available in packs of 8, 12, 16 and 24"
5004837-1,WeDo 2.0 YouCreate Classroom Packs,/sets/5004837-1/WeDo-2-0-YouCreate-Classroom-Packs,Educational,Education,,2016,,0,,,,"New: Not known, Used: Not known",,,,Extended,Tub,"Available in packs of 8, 12, 16 and 24. "
5004838-1, WeDo 2.0 Add-On Power Pack,/sets/5004838-1/WeDo-2-0-Add-On-Power-Pack,Educational,Education,,2016,,0,,,,"New: Not known, Used: Not known",,,,Extended,,
5005011-1,Anakin Skywalker Minifigure Watch,/sets/5005011-1/Anakin-Skywalker-Minifigure-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 17.49€","New: Not known, Used: Not known",,,,Gear,,
5005015-1,Classic Minifigure Link Watch,/sets/5005015-1/Classic-Minifigure-Link-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 17.49€","New: Not known, Used: Not known",,,,Gear,,
5005017-1,Yoda Minifigure Watch,/sets/5005017-1/Yoda-Minifigure-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£24.99, 29.99€","New: Not known, Used: Not known",,,,Gear,,
5005018-1,Luke Skywalker Watch,/sets/5005018-1/Luke-Skywalker-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 17.49€","New: Not known, Used: Not known",,,,Gear,,
5005020-1,4 stud Black Storage Brick,/sets/5005020-1/4-stud-Black-Storage-Brick,Miscellaneous,Gear,Storage,2016,,0,,,"£17.99, 19.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5005027-1,8 stud Bright Purple Storage Brick,/sets/5005027-1/8-stud-Bright-Purple-Storage-Brick,Miscellaneous,Gear,Storage,2016,,0,,,"£29.99, 34.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5005031-1,8 stud Black Storage Brick,/sets/5005031-1/8-stud-Black-Storage-Brick,Miscellaneous,Gear,Storage,2016,,0,,,"£29.99, 34.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5005032-1,Darth Vader Watch,/sets/5005032-1/Darth-Vader-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 17.49€","New: Not known, Used: Not known",,,,Gear,,
5005041-1,Superman Minifigure Link Watch,/sets/5005041-1/Superman-Minifigure-Link-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 12.49€","New: Not known, Used: Not known",,,,Gear,,
5005042-1,NINJAGO Luggage Tag,/sets/5005042-1/NINJAGO-Luggage-Tag,Miscellaneous,Gear,Housewares,2016,,0,,,"£4.00, 4.99€","New: Not known, Used: Not known",,,,Gear,,
5005043-1,City Luggage Tag,/sets/5005043-1/City-Luggage-Tag,Miscellaneous,Gear,Housewares,2016,,0,,,"£4.00, 4.99€","New: Not known, Used: Not known",,,,Gear,,
5005051-1,Friends of Heartlake City Girlz 4 Life,/sets/5005051-1/Friends-of-Heartlake-City-Girlz-4-Life,Miscellaneous,Gear,Digital media,2016,,0,,,$19.99,"New: Not known, Used: Not known",,,,Gear,,
5005057-1,Marvel Avengers XBOX 360 Video Game,/sets/5005057-1/Marvel-Avengers-XBOX-360-Video-Game,Miscellaneous,Gear,Video Games/Xbox 360,2016,,0,,,$39.99,"New: Not known, Used: Not known",,,,Gear,,
5005058-1,Marvel Avengers Wii U Video Game,/sets/5005058-1/Marvel-Avengers-Wii-U-Video-Game,Miscellaneous,Gear,Video Games/Wii U,2016,,0,,,$39.99,"New: Not known, Used: Not known",,,,Gear,,
5005059-1,Marvel Avengers PS3 Video Game,/sets/5005059-1/Marvel-Avengers-PS3-Video-Game,Miscellaneous,Gear,Video Games/PS3,2016,,0,,,$39.99,"New: Not known, Used: Not known",3.0,1review,,Gear,,
5005060-1,Marvel Avengers Nintendo 3DS Video Game,/sets/5005060-1/Marvel-Avengers-Nintendo-3DS-Video-Game,Miscellaneous,Gear,Video Games/3DS,2016,,0,,,$19.99,"New: Not known, Used: Not known",,,,Gear,,
5005098-1,Stormtrooper Kid's Watch,/sets/5005098-1/Stormtrooper-Kid-s-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 12.49€","New: Not known, Used: Not known",,,,Gear,Box,
5005099-1,Batman Buildable Watch,/sets/5005099-1/Batman-Buildable-Watch,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 12.49€","New: Not known, Used: Not known",,,,Gear,,
5005100-1,Stephanie Watch with Mini-Doll,/sets/5005100-1/Stephanie-Watch-with-Mini-Doll,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,"£19.99, 24.99€","New: Not known, Used: Not known",,,,Gear,Box,
5005107-1,LEGO Buildable Ruler,/sets/5005107-1/LEGO-Buildable-Ruler,Miscellaneous,Gear,Stationery,2016,,0,,,"£12.99, $15.99, 16.49€","New: Not known, Used: Not known",4.0,1review,Baseplate,Gear,,
5005108-1,LEGO Erasers (Blue Yellow),/sets/5005108-1/LEGO-Erasers-(Blue-Yellow),Miscellaneous,Gear,Stationery,2016,,0,,,"£6.99, $5.99, 7.99€","New: Not known, Used: Not known",,,,Gear,,
5005109-1,LEGO 3 Pack Gel Pen Set,/sets/5005109-1/LEGO-3-Pack-Gel-Pen-Set,Miscellaneous,Gear,Stationery,2016,,0,,,"£10.50, 13.49€","New: Not known, Used: Not known",,,,Gear,,
5005110-1,LEGO Brick Pencil Case (Red),/sets/5005110-1/LEGO-Brick-Pencil-Case-(Red),Miscellaneous,Gear,Stationery,2016,,0,,,"£9.99, $9.99, 12.49€","New: Not known, Used: Not known",,,,Gear,,
5005111-1,LEGO 9 Pack Graphite Pencils,/sets/5005111-1/LEGO-9-Pack-Graphite-Pencils,Miscellaneous,Gear,Stationery,2016,,0,,,"£8.99, 10.99€","New: Not known, Used: Not known",,,,Gear,,
5005112-1,LEGO Pencil Sharpeners,/sets/5005112-1/LEGO-Pencil-Sharpeners,Miscellaneous,Gear,Stationery,2016,,0,,,"£6.99, $5.99, 7.99€","New: Not known, Used: Not known",,,,Gear,,
5005113-1,Aaron Minifigure Alarm Clock,/sets/5005113-1/Aaron-Minifigure-Alarm-Clock,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5005115-1,Clay Minifigure Alarm Clock,/sets/5005115-1/Clay-Minifigure-Alarm-Clock,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5005117-1,Jay Minifigure Alarm Clock,/sets/5005117-1/Jay-Minifigure-Alarm-Clock,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5005118-1,Lloyd Minifigure Alarm Clock,/sets/5005118-1/Lloyd-Minifigure-Alarm-Clock,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5005121-1,Kai Minifigure Alarm Clock,/sets/5005121-1/Kai-Minifigure-Alarm-Clock,Miscellaneous,Gear,Watches/Clocks,2016,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5005134-1,Star Wars Episode VII poster ,/sets/5005134-1/Star-Wars-Episode-VII-poster,Miscellaneous,Gear,Posters,2016,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
5005136-1,The Force Awakens PS 4 Video Game – Deluxe Edition,/sets/5005136-1/The-Force-Awakens-PS-4-Video-Game-–-Deluxe-Edition,Miscellaneous,Gear,Video Games/PS4,2016,,0,,,$69.99,"New: Not known, Used: Not known",,,,Gear,,
5005137-1,The Force Awakens Xbox 360 Video Game,/sets/5005137-1/The-Force-Awakens-Xbox-360-Video-Game,Miscellaneous,Gear,Video Games/Xbox 360,2016,,0,,,$49.99,"New: Not known, Used: Not known",,,,Gear,,
5005138-1,The Force Awakens Xbox One Video Game – Deluxe Edition,/sets/5005138-1/The-Force-Awakens-Xbox-One-Video-Game-–-Deluxe-Edition,Miscellaneous,Gear,Video Games/XBOX One,2016,,0,,,$69.99,"New: Not known, Used: Not known",,,,Gear,,
5005139-1,The Force Awakens PS 4 Video Game,/sets/5005139-1/The-Force-Awakens-PS-4-Video-Game,Miscellaneous,Gear,Video Games/PS4,2016,,0,,,$69.99,"New: Not known, Used: Not known",,,,Gear,,
5005140-1,The Force Awakens Xbox One Video Game,/sets/5005140-1/The-Force-Awakens-Xbox-One-Video-Game,Miscellaneous,Gear,Video Games/XBOX One,2016,,0,,,$59.99,"New: Not known, Used: Not known",,,,Gear,,
5005141-1,The Force Awakens Wii U Video Game,/sets/5005141-1/The-Force-Awakens-Wii-U-Video-Game,Miscellaneous,Gear,Video Games/Wii U,2016,,0,,,$49.99,"New: Not known, Used: Not known",,,,Gear,,
5005144-1,Journal with White Band,/sets/5005144-1/Journal-with-White-Band,Miscellaneous,Gear,Stationery,2016,,0,,,$19.99,"New: Not known, Used: Not known ",,,,Gear,,
5005145-1,Stationery Organizer,/sets/5005145-1/Stationery-Organizer,Miscellaneous,Gear,Stationery,2016,,0,,,$39.99,"New: Not known, Used: Not known",,,Baseplate,Gear,,
5005146-1,9 Pack Gel Pen Set,/sets/5005146-1/9-Pack-Gel-Pen-Set,Miscellaneous,Gear,Stationery,2016,,0,,,$24.99,"New: Not known, Used: Not known",,,,Gear,,
5005147-1,9 Pack Marker Set,/sets/5005147-1/9-Pack-Marker-Set,Miscellaneous,Gear,Stationery,2016,,0,,,$19.99,"New: Not known, Used: Not known",,,,Gear,,
5005148-1,9 Pack Colored Pencil with Toppers Pack,/sets/5005148-1/9-Pack-Colored-Pencil-with-Toppers-Pack,Miscellaneous,Gear,Stationery,2016,,0,,,$12.99,"New: Not known, Used: Not known",,,,Gear,,
5005156-1,Gingerbread Man,/sets/5005156-1/Gingerbread-Man,Miscellaneous,Seasonal,Christmas,2016,3,1,,/minifigs/inset-5005156-1,"£3.99, 4.99€","New: $6, Used: $5",3.0,1review,"Gingerbread, Baked Goods, Christmas, Clamshell Box, Gift with Purchase",Extended,Box,"[NA] Free with qualifying purchases at shop.LEGO.com, December 2016.Available with qualifying purchases in LEGO Brand Stores upon presentation of promotional flyer, December 2017. "
5005160-1,Stationery Kit,/sets/5005160-1/Stationery-Kit,Miscellaneous,Gear,Stationery,2016,,0,,,$155.91,"New: Not known, Used: Not known",,,,Gear,,
5005182-1,Nexo Knights Season 1 DVD,/sets/5005182-1/Nexo-Knights-Season-1-DVD,Miscellaneous,Gear,Digital Media,2016,,0,,,$18.99,"New: Not known, Used: Not known",,,,Gear,,
6139025-1,LEGO Mixels - Series 7 - Display Box,/sets/6139025-1/LEGO-Mixels-Series-7-Display-Box,Licensed,Mixels,Series 7,2016,566,0,,,,"New: $159, Used: Not known",,,"Collection Box, Mcpd, Medivals, Mixies",Collection,Box,Contains 30 setsContains 41554-1 41555-1 41556-1 41557-1 41558-1 41559-1 41560-1 41561-1 41562-1 
6139030-1,LEGO Mixels - Series 8 - Display Box,/sets/6139030-1/LEGO-Mixels-Series-8-Display-Box,Licensed,Mixels,Series 8,2016,588,0,,,,"New: $142, Used: Not known",,,"Collection Box, Mcfd, Medix, Pyrratz",Collection,Box,Contains 30 setsContains 41563-1 41564-1 41565-1 41566-1 41567-1 41568-1 41569-1 41570-1 41571-1 
6176782-1,Escape the Space Slug,/sets/6176782-1/Escape-the-Space-Slug,Licensed,Star Wars,Promotional,2016,161,0,,,,"New: $158, Used: $45",,,"May The Fourth, Microscale, Original Trilogy, Rebel Alliance, The Empire Strikes Back, Vignette",Extended,Box,"Available with qualifying purchases at invitation-only VIP ""May the Fourth"" events in LEGO brand stores on April 30, 2016.Available through VIP member sweepstakes, September 2016."
B0189OU0JY-1,LEGO Star Wars: Droid Tales,/sets/B0189OU0JY-1/LEGO-Star-Wars-Droid-Tales,Miscellaneous,Gear,Digital media,2016,,0,,,$19.99,"New: Not known, Used: Not known",5.0,3,,Gear,Other,
BORDEAUX-1,"Bordeaux, France, Exclusive Minifigure Pack",/sets/BORDEAUX-1/Bordeaux-France-Exclusive-Minifigure-Pack,Miscellaneous,Promotional,LEGO brand store opening set,2016,,0,,,,"New: $68, Used: Not known",,,"France, Minifigure Pack",Other,Blister pack,"[FR] LEGO Store Grand Opening Exclusive Set, Bordeaux, France, June 2016. Free with minimum purchase. Limited to 500 sets."
DCSHDVD3-1,Justice League: Cosmic Clash DVD/Blu-Ray,/sets/DCSHDVD3-1/Justice-League-Cosmic-Clash-DVD-Blu-Ray,Miscellaneous,Gear,Digital media,2016,,0,,,,"New: Not known, Used: Not known",5.0,1review,,Gear,Box,Contains 30604-1 
DCSHDVD4-1,Justice League: Gotham City Breakout DVD/Blu-ray,/sets/DCSHDVD4-1/Justice-League-Gotham-City-Breakout-DVD-Blu-ray,Miscellaneous,Gear,Digital media,2016,,0,,,,"New: Not known, Used: Not known",3.0,1review,,Gear,Box,Contains 30606-1 
GIANTS2016-1,Lou Seal Buildable Figure,/sets/GIANTS2016-1/Lou-Seal-Buildable-Figure,Miscellaneous,Promotional,Miscellaneous,2016,,0,,,,"New: Not known, Used: Not known",,,"Brick Built Figure, San Francisco, Seal, Sports, USA",Other,,"[US] Available at a special San Francisco Giants baseball event, 30th July 2016"
ISBN024119931X-1,LEGO DC Super Heroes: Character Encyclopedia ,/sets/ISBN024119931X-1/LEGO-DC-Super-Heroes-Character-Encyclopedia,Miscellaneous,Books,Dorling Kindersley,2016,7,1,,/minifigs/inset-ISBN024119931X-1,,"New: Not known, Used: Not known",4.0,3,"Batman, Book With Minifigure, Character Encyclopedia",Book,,
ISBN0241232341-1,LEGO Nexo Knights: The Book of Knights,/sets/ISBN0241232341-1/LEGO-Nexo-Knights-The-Book-of-Knights,Miscellaneous,Books,Dorling Kindersley,2016,6,0,,,,"New: Not known, Used: Not known",4.0,1review,"Book With Minifigure, Knighton, Magic",Book,,
ISBN0241232481-1,LEGO Ninjago Character Encyclopedia: Updated and Expanded,/sets/ISBN0241232481-1/LEGO-Ninjago-Character-Encyclopedia-Updated-and-Expanded,Miscellaneous,Books,Dorling Kindersley,2016,9,1,,/minifigs/inset-ISBN0241232481-1,,"New: Not known, Used: Not known",3.7,3,"Jay Walker, Book With Minifigure, Character Encyclopedia, Lightning, Ninjago Ninjas",Book,,
