set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
2000415-1,Identity and Landscape Kit ,/sets/2000415-1/Identity-and-Landscape-Kit,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,"Bat, Cat, Cow, Dog, Elephant, Horse, Lion, Monkey, Owl, Pig, Shark, Skeletons, Snake, Spider, Turtle",Normal,,
2000417-1,LE Smart Kit Prepack,/sets/2000417-1/LE-Smart-Kit-Prepack,Educational,Serious Play,,2010,,0,,,,"New: $6, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000418-1,WS Kit Simple Machines Set,/sets/2000418-1/WS-Kit-Simple-Machines-Set,Educational,Serious Play,,2010,,0,,,,"New: $9, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000419-1,Green City Replacement Mats,/sets/2000419-1/Green-City-Replacement-Mats,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000421-1,FLL Trophy small,/sets/2000421-1/FLL-Trophy-small,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000422-1,FLL Trophy medium,/sets/2000422-1/FLL-Trophy-medium,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000423-1,FLL Trophy large,/sets/2000423-1/FLL-Trophy-large,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000427-1,9+ Robotics B,/sets/2000427-1/9-Robotics-B,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000428-1,9+ Robotics C,/sets/2000428-1/9-Robotics-C,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2000429-1,9+ Robotics D,/sets/2000429-1/9-Robotics-D,Educational,Serious Play,,2010,,0,,,,"New: Not known, Used: Not known",,,,Normal,,Year of release unconfirmed.
2853383-1,Board Game Die Key Chain,/sets/2853383-1/Board-Game-Die-Key-Chain,Miscellaneous,Gear,Key Chains,2010,,0,,,,"New: Not known, Used: Not known",,,,Gear,Tag,
2853588-1,Promo Goldener Würfel (Golden dice),/sets/2853588-1/Promo-Goldener-Würfel-(Golden-dice),Miscellaneous,Games,,2010,7,0,,,,"New: Not known, Used: Not known",4.0,1review,Polybag,Extended,Polybag,"[DE] Sold in German TRU during Feb 2010, price €4.99.Similar to 4648939-1 "
2853590-1,Chrome Stormtrooper,/sets/2853590-1/Chrome-Stormtrooper,Licensed,Star Wars,Minifig Pack,2010,5,1,,/minifigs/inset-2853590-1,$2.99,"New: Not known, Used: Not known",4.1,9,"Stormtrooper, Galactic Empire, Polybag",Extended,Polybag,"[US] First available from TRU in March 2010 with a min $11.99 LEGO purchase, reports that it was also possible to purchase separately for $2.99. Later available in a second TRU promotion when purchasing any LEGO Star Wars construction set during August 2010.[CA] Available from TRU during March 2010 with any LEGO Star Wars construction set purchase of $30 or more.[UK] Available from TRU with any SW LEGO purchase."
2853835-1,White Boba Fett Figure,/sets/2853835-1/White-Boba-Fett-Figure,Licensed,Star Wars,Minifig Pack,2010,5,1,,/minifigs/inset-2853835-1,,"New: Not known, Used: Not known",4.0,4,"Boba Fett, Polybag",Extended,Polybag,"30th Anniversary of Empire Strikes Back set.[UK] Free with a purchase of £30 of LEGO in Smyths toy stores.[US] Various, including LEGOLand CA Star Wars Day promotion, and builders of the giant LEGO mural at Star Wars Celebration V[CA] Available as a give-away at the 2010 Toy Fair[SW] Free with a purchase of 8097 - Slave I at an unknown store.[AU] Free with the purchase of selected Star Wars sets from Toyworld."
2853944-1,Astronaut,/sets/2853944-1/Astronaut,Miscellaneous,Promotional,LEGO Universe,2010,5,1,,/minifigs/inset-2853944-1,,"New: $12, Used: $8",4.3,3,Polybag,Extended,Polybag,"[UK/US] Exclusive astronaut figure, given to customers who preordered the LEGO Universe game in October 2010. Poly-bagged."
2854298-1,The Adventures of Clutch Powers DVD,/sets/2854298-1/The-Adventures-of-Clutch-Powers-DVD,Miscellaneous,Gear,Digital media,2010,,0,,,"£14.99, $19.99","New: Not known, Used: Not known",4.4,14,,Gear,,Region 1 (USA/Canada)
2855028-1,Exclusive Spaceman Magnet,/sets/2855028-1/Exclusive-Spaceman-Magnet,Miscellaneous,Gear,Magnets/Miscellaneous,2010,,1,,/minifigs/inset-2855028-1,,"New: Not known, Used: Not known",3.7,3,"Not Glued, Polybag",Gear,Polybag,"Promotional set, July 2010.Free with in-store and on-line purchases of USD75 / CAN75 / AUD90 / EUR55 / NZD110 / GBP50."
2855040-1,Mindstorms NXT IR Receiver,/sets/2855040-1/Mindstorms-NXT-IR-Receiver,Technical,Mindstorms,NXT,2010,1,0,,,"£39.99, $49.99","New: Not known, Used: Not known",,,,Extended,,
2855041-1,Imperial Soldier ,/sets/2855041-1/Imperial-Soldier,Miscellaneous,Gear,Magnets/Bricktober,2010,,1,,/minifigs/inset-2855041-1,,"New: Not known, Used: Not known",,,Polybag,Gear,Polybag,Item number 4613365.[US] Given away at TRU with LEGO purchases as part of Bricktober 2010 (week 1). 
2855044-1,Cavalry Colonel ,/sets/2855044-1/Cavalry-Colonel,Miscellaneous,Gear,Magnets/Bricktober,2010,,1,,/minifigs/inset-2855044-1,,"New: Not known, Used: Not known",,,Polybag,Gear,Polybag,Item number 4613829.[US] Given away at TRU with LEGO purchases as part of Bricktober 2010 (week 2).
2855045-1,Fire Chief ,/sets/2855045-1/Fire-Chief,Miscellaneous,Gear,Magnets/Bricktober,2010,,1,,/minifigs/inset-2855045-1,,"New: Not known, Used: Not known",,,"Fire, Polybag",Gear,Polybag,Item number 4613831.[US] Given away at TRU with LEGO purchases as part of Bricktober 2010 (week 3).
2855046-1,Black Falcon ,/sets/2855046-1/Black-Falcon,Miscellaneous,Gear,Magnets/Bricktober,2010,,1,,/minifigs/inset-2855046-1,,"New: Not known, Used: Not known",5.0,1review,Polybag,Gear,Polybag,Item number 4613832.[US] Given away at TRU with LEGO purchases as part of Bricktober 2010 (week 4).
2855123-1,LEGO Harry Potter: Years 1-4 Video Game,/sets/2855123-1/LEGO-Harry-Potter-Years-1-4-Video-Game,Miscellaneous,Gear,Video Games/Wii,2010,,0,,,"£39.99, $49.99","New: Not known, Used: Not known",4.4,5,,Gear,,
2855124-1,LEGO Harry Potter: Years 1-4 Video Game,/sets/2855124-1/LEGO-Harry-Potter-Years-1-4-Video-Game,Miscellaneous,Gear,Video Games/DS,2010,,0,,,"£29.99, $29.99","New: Not known, Used: Not known",,,,Gear,,
2855125-1,LEGO Harry Potter: Years 1-4 Video Game,/sets/2855125-1/LEGO-Harry-Potter-Years-1-4-Video-Game,Miscellaneous,Gear,Video Games/Xbox 360,2010,,0,,,"£44.99, $49.99","New: Not known, Used: Not known",5.0,1review,,Gear,,
2855127-1,LEGO Harry Potter: Years 1-4 Video Game,/sets/2855127-1/LEGO-Harry-Potter-Years-1-4-Video-Game,Miscellaneous,Gear,Video Games/PS3,2010,,0,,,"£44.99, $49.99","New: Not known, Used: Not known",,,,Gear,,
2855128-1,LEGO Harry Potter: Years 1-4 Video Game,/sets/2855128-1/LEGO-Harry-Potter-Years-1-4-Video-Game,Miscellaneous,Gear,Video Games/PC,2010,,0,,,"£24.99, $29.99","New: Not known, Used: Not known",4.5,2,,Gear,,
2855129-1,LEGO Harry Potter: Years 1-4 Video Game,/sets/2855129-1/LEGO-Harry-Potter-Years-1-4-Video-Game,Miscellaneous,Gear,Video Games/PSP,2010,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
2855162-1,Harry Potter: Years 1-4 Video Game Collector's Edition,/sets/2855162-1/Harry-Potter-Years-1-4-Video-Game-Collector-s-Edition,Miscellaneous,Gear,Video Games/Xbox 360,2010,,0,,,£44.99,"New: Not known, Used: Not known",,,,Gear,,
2855163-1,Harry Potter: Years 1-4 Video Game Collector's Edition,/sets/2855163-1/Harry-Potter-Years-1-4-Video-Game-Collector-s-Edition,Miscellaneous,Gear,Video Games/Wii,2010,,0,,,£39.99,"New: Not known, Used: Not known",,,,Gear,,
2855164-1,Harry Potter: Years 1-4 Video Game Collector's Edition,/sets/2855164-1/Harry-Potter-Years-1-4-Video-Game-Collector-s-Edition,Miscellaneous,Gear,Video Games/PS3,2010,,0,,,£44.99,"New: Not known, Used: Not known",5.0,1review,,Gear,,
2855167-1,Holiday Santa Magnet 2010,/sets/2855167-1/Holiday-Santa-Magnet-2010,Miscellaneous,Gear,Magnets/Seasonal,2010,,1,,/minifigs/inset-2855167-1,,"New: Not known, Used: Not known",4.0,1review,"Christmas, Polybag, Santa Claus",Gear,Polybag,[CA] Given away free with $50 purchase of LEGO at TRU.
2856076-1,LEGO Hero Rise of the Rookies DVD,/sets/2856076-1/LEGO-Hero-Rise-of-the-Rookies-DVD,Miscellaneous,Gear,Digital media,2010,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
2856080-1,Storm Trooper Minifigure Clock,/sets/2856080-1/Storm-Trooper-Minifigure-Clock,Miscellaneous,Gear,Watches/Clocks,2010,,0,,,"£24.99, $29.99, 29.99€","New: Not known, Used: Not known",5.0,1review,,Gear,,
2856081-1,Darth Vader Minifigure Clock,/sets/2856081-1/Darth-Vader-Minifigure-Clock,Miscellaneous,Gear,Watches/Clocks,2010,,0,,,"£24.99, $29.99, 29.99€","New: Not known, Used: Not known",5.0,1review,,Gear,,
3300000-1,The Brick Apple,/sets/3300000-1/The-Brick-Apple,Miscellaneous,Promotional,LEGO brand store opening set,2010,133,0,/inventories/3300000-1,,$9.99,"New: $28, Used: $7",4.0,1review,"Fresh Produce, New York, Polybag, USA",Normal,Polybag,"[US] LEGO Store Grand Opening Exclusive Set, Rockefeller Center, New York, NY, USA. Also made available for sale at the same store."
4000000-1,Cars,/sets/4000000-1/Cars,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,2010,,0,,,,"New: $2500, Used: Not known",,,"Car, Convertible, Jeep, Racing Car",Normal,Box,LEGO Inside Tour 2010 exclusive set.
4586940-1,Basic Set Limited Edition,/sets/4586940-1/Basic-Set-Limited-Edition,Basic,Bricks and More,Bonus/Value Pack,2010,480,0,,,,"New: Not known, Used: Not known",,,,Extended,Tub,Similar to 4540315-1 5539-1 
4595400-1,Rocket Kit,/sets/4595400-1/Rocket-Kit,Racing,World Racers,,2010,26,0,,,,"New: Not known, Used: Not known",,,Accessory,Extended,Blister pack,Consists of 4 dynamite pieces and 8 brick-built rockets. Labelled as Race 6
4599491-1,Harry Potter Gryffindor Crest Key Chain,/sets/4599491-1/Harry-Potter-Gryffindor-Crest-Key-Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,,0,,,$0.00,"New: Not known, Used: Not known",,,,Gear,Other,Promotional key chain free with pre-orders of LEGO Harry Potter: Years 1-4 at Toys 'R' Us [US]
4599517-1,Harry Potter Hufflepuff Crest Key Chain,/sets/4599517-1/Harry-Potter-Hufflepuff-Crest-Key-Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,,0,,,$0.00,"New: Not known, Used: Not known",,,,Gear,Other,Promotional key chain free with pre-orders of LEGO Harry Potter: Years 1-4 at Toys 'R' Us [US]
4599520-1,Harry Potter Ravenclaw Crest Key Chain,/sets/4599520-1/Harry-Potter-Ravenclaw-Crest-Key-Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,,0,,,$0.00,"New: Not known, Used: Not known",,,,Gear,Other,Promotional key chain free with pre-orders of LEGO Harry Potter: Years 1-4 at Toys 'R' Us [US]
4599521-1,Harry Potter Slytherin Crest Key Chain,/sets/4599521-1/Harry-Potter-Slytherin-Crest-Key-Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,,0,,,$0.00,"New: Not known, Used: Not known",,,,Gear,Other,Promotional key chain free with pre-orders of LEGO Harry Potter: Years 1-4 at Toys 'R' Us [US]
4620157-1,Target Bullseye Gift Card 2010,/sets/4620157-1/Target-Bullseye-Gift-Card-2010,Miscellaneous,Promotional,Target,2010,31,0,,,,"New: Not known, Used: Not known",5.0,3,"Brick Built Animals, Dog",Extended,,"Available in Target stores, USA."
4622058-1,Atlantis DVD,/sets/4622058-1/Atlantis-DVD,Miscellaneous,Gear,Digital media,2010,,0,,,,"New: Not known, Used: Not known",,,,Gear,Other,
AUSTIN-1,{Bat},/sets/AUSTIN-1/{Bat},Miscellaneous,Promotional,LEGO brand store opening set,2010,82,0,,,$0.00,"New: Not known, Used: Not known",,,"Bat, Brick Built Animals, USA",Other,None (loose parts),"[US] LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX. Free with minimum purchase. Limited to 300 sets."
BOBAFETT1-1,White Boba Fett minifig and Star Wars book,/sets/BOBAFETT1-1/White-Boba-Fett-minifig-and-Star-Wars-book,Licensed,Star Wars,Promotional,2010,5,0,,,,"New: Not known, Used: Not known",,,,Other,Other,"[US] Given to LEGO.com's 'favourite customers' in the USA, November 2010."
CALGARY-1,{Bucking Bronco},/sets/CALGARY-1/{Bucking-Bronco},Miscellaneous,Promotional,LEGO brand store opening set,2010,130,0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Brick Built Figure, Canada, Horse",Other,None (loose parts),"[CA] LEGO Store Grand Opening Exclusive Set, Chinnok Centre, Calgary, AB. in July 17, 2010. Free with minimum purchase. Limited to 300 sets."
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,/sets/CELEBV-1/Fan-Celebration-V-CubeDude-The-Bounty-Hunter-Edition,Miscellaneous,Promotional,Cube Dudes,2010,496,0,,,$75.00,"New: $123, Used: Not known",5.0,1review,Star Wars Celebration,Other,Box,"Limited to 2000 sets, individually numbered. Exclusively available at Fan Celebration V, August 2010."
COMCON012-1,San Diego Comic Con 2010 Exclusive - CubeDude - The Clone Wars Edition,/sets/COMCON012-1/San-Diego-Comic-Con-2010-Exclusive-CubeDude-The-Clone-Wars-Edition,Miscellaneous,Promotional,Cube Dudes,2010,416,0,,,$75.00,"New: $145, Used: Not known",,,"Brick Built Figure, Galactic Republic, SDCC",Other,Box,"Limited to 2000 sets, individually numbered. Exclusively available at San Diego Comic Con, July 2010. View set instructions here at Brickset"
ELMHURST-1,{Subway Car},/sets/ELMHURST-1/{Subway-Car},Miscellaneous,Promotional,LEGO brand store opening set,2010,95,0,,,,"New: $51, Used: Not known",,,"Microscale, New York, Public Transport, USA",Other,,"LEGO Store Grand Opening Exclusive Set, Queens Center Mall, Elmhurst, NY, USA."
GARDENCITY-1,{Spirit of St Louis},/sets/GARDENCITY-1/{Spirit-of-St-Louis},Miscellaneous,Promotional,LEGO brand store opening set,2010,88,0,,,,"New: Not known, Used: Not known",,,"Aircraft, Airplane, Microscale, Propeller Aircraft, USA",Other,,"LEGO Store Grand Opening Exclusive Set, Roosevelt Field Mall, Garden City, NY, USA."
GLENDALE-1,{Rattlesnake},/sets/GLENDALE-1/{Rattlesnake},Miscellaneous,Promotional,LEGO brand store opening set,2010,140,0,,,$0.00,"New: Not known, Used: Not known",,,"Brick Built Animals, Snake, USA",Other,None (loose parts),"LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale, AZ. October 23, 2010. Free with minimum purchase of $35. Limited to 300 sets. [US]"
HOUSTON-2,{Bull and Rider},/sets/HOUSTON-2/{Bull-and-Rider},Miscellaneous,Promotional,LEGO brand store opening set,2010,143,0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Brick Built Figure, USA",Other,,"LEGO Store Grand Opening Exclusive Set, The Galleria, Houston, TX, USA."
ISBN0470407026-1,LEGO: A Love Story,/sets/ISBN0470407026-1/LEGO-A-Love-Story,Miscellaneous,Books,John Wiley & Sons,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Jonathan Bender
ISBN0756663113-1,LEGO Star Wars: Brickmaster,/sets/ISBN0756663113-1/LEGO-Star-Wars-Brickmaster,Miscellaneous,Books,Dorling Kindersley,2010,,2,,/minifigs/inset-ISBN0756663113-1,$29.99,"New: Not known, Used: Not known",4.8,6,"Battle Droid, Clone Trooper, Dk Brickmaster",Book,,North American edition
ISBN0756668530-1,LEGO Atlantis: Brickmaster,/sets/ISBN0756668530-1/LEGO-Atlantis-Brickmaster,Miscellaneous,Books,Dorling Kindersley,2010,,0,,,,"New: Not known, Used: Not known",4.0,3,Dk Brickmaster,Book,,
ISBN1591747694-1,Crazy Action Contraptions,/sets/ISBN1591747694-1/Crazy-Action-Contraptions,Miscellaneous,Books,Klutz,2010,,0,,,"£12.99, $21.95","New: Not known, Used: Not known",3.0,1review,,Book,,Author: Doug Stillinger
ISBN1593272111-1,The LEGO MINDSTORMS NXT 2.0 Discovery Book,/sets/ISBN1593272111-1/The-LEGO-MINDSTORMS-NXT-2-0-Discovery-Book,Miscellaneous,Books,No Starch Press,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Laurens Valk
ISBN1593272189-1,LEGO MINDSTORMS NXT-G Programming Guide,/sets/ISBN1593272189-1/LEGO-MINDSTORMS-NXT-G-Programming-Guide,Miscellaneous,Books,No Starch Press,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Terry Griffin
ISBN1593272774-1,The LEGO Technic Idea Book: Simple Machines,/sets/ISBN1593272774-1/The-LEGO-Technic-Idea-Book-Simple-Machines,Miscellaneous,Books,No Starch Press,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Yoshihito Isogawa
ISBN1593272782-1,The LEGO Technic Idea Book: Wheeled Wonders,/sets/ISBN1593272782-1/The-LEGO-Technic-Idea-Book-Wheeled-Wonders,Miscellaneous,Books,No Starch Press,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Yoshihito Isogawa
ISBN1593272790-1,The LEGO Technic Idea Book: Fantastic Contraptions,/sets/ISBN1593272790-1/The-LEGO-Technic-Idea-Book-Fantastic-Contraptions,Miscellaneous,Books,No Starch Press,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Yoshihito Isogawa
ISBN1593272847-1,Badass LEGO Guns,/sets/ISBN1593272847-1/Badass-LEGO-Guns,Miscellaneous,Books,No Starch Press,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Martin Hudepohl
ISBN184486118X-1,James May's LEGO House,/sets/ISBN184486118X-1/James-May-s-LEGO-House,Miscellaneous,Books,Conway,2010,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: James May
KC129-1,White Boba Fett,/sets/KC129-1/White-Boba-Fett,Miscellaneous,Gear,Key Chains/Star Wars,2010,,0,,,,"New: Not known, Used: Not known",,,,Gear,,No Tag
MIAMI-1,{Art Deco Hotel},/sets/MIAMI-1/{Art-Deco-Hotel},Miscellaneous,Promotional,LEGO brand store opening set,2010,142,0,,,$0.00,"New: Not known, Used: Not known",,,"Art Deco, Hotel, Microscale, USA",Other,None (loose parts),"LEGO Store Grand Opening Exclusive Set, Aventura Mall, Miami, FL. June 19, 2010. Free with minimum purchase. Limited to 300 sets. [US]"
MINNEAPOLIS-2,{Robot},/sets/MINNEAPOLIS-2/{Robot},Miscellaneous,Promotional,LEGO brand store opening set,2010,125,0,,,,"New: Not known, Used: Not known",4.0,1review,"Robot, USA",Other,,"LEGO Store Grand Re-Opening Exclusive Set, Mall of America, Bloomington, MN, USA. The first 300 customers to spend $35 in the LEGO Store on December 4, 2010 received an exclusive, limited-edition LEGO Robot set."
MMMB018-1,Snowman,/sets/MMMB018-1/Snowman,Miscellaneous,Promotional,Monthly Mini Model Build,2010,55,0,,,"£0.00, $0.00","New: Not known, Used: Not known",4.0,2,Snowman,Other,None (loose parts),January 2010
MMMB019-1,Groundhog,/sets/MMMB019-1/Groundhog,Miscellaneous,Promotional,Monthly Mini Model Build,2010,38,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Brick Built Animals, Seasonal",Other,None (loose parts),"February 2010. US stores, for Groundhog Day."
MMMB020-1,Rose,/sets/MMMB020-1/Rose,Miscellaneous,Promotional,Monthly Mini Model Build,2010,25,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,Valentine,Other,None (loose parts),"February 2010, European stores, for Valentine's Day. Also used for May 2010 in US stores."
MMMB021-1,Birds,/sets/MMMB021-1/Birds,Miscellaneous,Promotional,Monthly Mini Model Build,2010,,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Bird, Brick Built Animals",Other,None (loose parts),"March 2010, European stores."
MMMB022-1,Shamrock,/sets/MMMB022-1/Shamrock,Miscellaneous,Promotional,Monthly Mini Model Build,2010,,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,Ireland,Other,None (loose parts),"March 2010. US stores, for St.Patrick's Day."
MMMB023-1,Chick,/sets/MMMB023-1/Chick,Miscellaneous,Promotional,Monthly Mini Model Build,2010,,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Bird, Brick Built Animals",Other,None (loose parts),April 2010
MMMB024-1,Truck,/sets/MMMB024-1/Truck,Miscellaneous,Promotional,Monthly Mini Model Build,2010,,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Car, Microscale, Truck",Other,None (loose parts),"May 2010, European stores."
MMMB025-1,Barbeque,/sets/MMMB025-1/Barbeque,Miscellaneous,Promotional,Monthly Mini Model Build,2010,,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,Bbq,Other,None (loose parts),June 2010
MMMB026-1,Watermelon,/sets/MMMB026-1/Watermelon,Miscellaneous,Promotional,Monthly Mini Model Build,2010,43,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,,Other,None (loose parts),July 2010 View instructions
MMMB027-1,Seagull,/sets/MMMB027-1/Seagull,Miscellaneous,Promotional,Monthly Mini Model Build,2010,29,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Bird, Brick Built Animals, Seagull",Other,None (loose parts),August 2010 View instructions
MMMB028-1,Boy with Backpack,/sets/MMMB028-1/Boy-with-Backpack,Miscellaneous,Promotional,Monthly Mini Model Build,2010,41,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Brick Built Figure, School",Other,None (loose parts),September 2010  View instructions
MMMB029-1,Monster,/sets/MMMB029-1/Monster,Miscellaneous,Promotional,Monthly Mini Model Build,2010,49,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Brick Built Figure, Halloween, Seasonal, Spooky",Other,None (loose parts),October 2010  View instructions
MMMB030-1,Turkey Dinner,/sets/MMMB030-1/Turkey-Dinner,Miscellaneous,Promotional,Monthly Mini Model Build,2010,47,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Seasonal, Thanksgiving, Turkey",Other,None (loose parts),"November 2010, US/Canadian stores.  View instructions"
MMMB031-1,Fire Place,/sets/MMMB031-1/Fire-Place,Miscellaneous,Promotional,Monthly Mini Model Build,2010,39,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,,Other,None (loose parts),"November 2010., European LEGO stores.  View instructions"
MMMB032-1,Christmas Tree,/sets/MMMB032-1/Christmas-Tree,Miscellaneous,Promotional,Monthly Mini Model Build,2010,39,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,"Brick Built Tree, Christmas, Christmas Tree",Other,None (loose parts),December 2010 View instructions
NEWARK-1,{Transport Plane},/sets/NEWARK-1/{Transport-Plane},Miscellaneous,Promotional,LEGO brand store opening set,2010,133,0,,,$0.00,"New: Not known, Used: Not known",,,"Aircraft, Jet Aircraft, Microscale, USA",Other,None (loose parts),"LEGO Store Grand Opening Exclusive Set, Christiana Mall, Newark, DE., October 02, 2010. Free with minimum purchase. Limited to 300 sets. [US]"
NUREMBERG-1,{Nuremberg Castle},/sets/NUREMBERG-1/{Nuremberg-Castle},Miscellaneous,Promotional,LEGO brand store opening set,2010,126,0,,,,"New: Not known, Used: $55",,,"Castle, Germany, Microscale",Other,None (loose parts),"LEGO Store Grand Opening Exclusive Set, Nuremberg, Germany, October 23, 2010. Free with minimum purchase of €25.00. Limited to 300 sets. [DE]"
SOCCER-1,Soccer Player,/sets/SOCCER-1/Soccer-Player,Miscellaneous,Promotional,LEGO brand stores,2010,40,0,,,,"New: Not known, Used: Not known",,,"Brick Built Figure, Sports",Other,,In-Store promotion - free as part of the summer 2010 Soccer World Cup promotion.
TF10-1,Buzz Lightyear Cube Dude,/sets/TF10-1/Buzz-Lightyear-Cube-Dude,Miscellaneous,Promotional,Cube Dudes,2010,,0,,,$0.00,"New: Not known, Used: Not known",,,,Other,Box,"Promotional set given to guests invited by LEGO to the V.I.P Gala at the International Toy Fair in New York, USA, February 2010. Set signed and designed by Pixar Animation Studios employee Angus McLane. Limited to 150 sets."
TROY-1,{Classic Car},/sets/TROY-1/{Classic-Car},Miscellaneous,Promotional,LEGO brand store opening set,2010,103,0,,,,"New: Not known, Used: Not known",,,"Car, Convertible, Lamppost, USA",Other,,"LEGO Store Grand Opening Exclusive Set, Somerset Collection, Troy, MI, USA."
TRUROSE-1,Mothers Day Rose,/sets/TRUROSE-1/Mothers-Day-Rose,Miscellaneous,Promotional,Toys R Us,2010,51,0,,,$0.00,"New: Not known, Used: Not known",,,Seasonal,Other,None (loose parts),Promotional set available at Toys R' Us during Mothers Day on May 8th 2010 between 12-2pm . [US]
WIESBADEN-1,{Biebrich Palace},/sets/WIESBADEN-1/{Biebrich-Palace},Miscellaneous,Promotional,LEGO brand store opening set,2010,146,0,,,,"New: Not known, Used: Not known",,,"Castle, Germany, Microscale",Other,,"LEGO Store Grand Opening Exclusive Set, Wiesbaden, Germany."
630-3,"Brick Separator, Orange",/sets/630-3/Brick-Separator-Orange,Basic,Bricks and More,Accessories,2011,1,0,,,"£1.99, $2.49, 2.49€","New: $2, Used: $0",4.3,9,Polybag,Normal,Polybag,
2011-2,LEGO Duck,/sets/2011-2/LEGO-Duck,Miscellaneous,Miscellaneous,Employee gift,2011,91,0,,,,"New: $173, Used: $65",5.0,1review,"Brick Built Animals, Duck, Lego History",Normal,Box,Christmas 2011 gift to LEGO staff members. Based on the classic wooden pull-along duck toy manufactured by LEGO.
2063-1,Stormer 2.0,/sets/2063-1/Stormer-2-0,Constraction,HERO Factory,,2011,31,0,/inventories/2063-1,,"£7.99, $7.99","New: $13, Used: $6",4.4,9,"Ccbs, HERO Factory Hero, Ordeal Of Fire, Preston Stormer",Normal,,Included in 66406-1 
2065-1,Furno 2.0,/sets/2065-1/Furno-2-0,Constraction,HERO Factory,,2011,30,0,/inventories/2065-1,,"£7.99, $7.99","New: $27, Used: $6",4.0,3,"Ccbs, HERO Factory Hero, Ordeal Of Fire, William Furno",Normal,,Included in 66404-1 
2067-1,Evo 2.0,/sets/2067-1/Evo-2-0,Constraction,HERO Factory,,2011,31,0,/inventories/2067-1,,"£7.99, $7.99","New: $31, Used: $8",4.8,8,"Ccbs, HERO Factory Hero, Nathan Evo, Ordeal Of Fire",Normal,,Included in 66404-1 
2068-1,Nex 2.0,/sets/2068-1/Nex-2-0,Constraction,HERO Factory,,2011,31,0,/inventories/2068-1,,"£7.99, $7.99","New: $27, Used: $6",4.5,11,"Ccbs, HERO Factory Hero, Julius Nex, Ordeal Of Fire",Normal,,Included in 66407-1 
2111-1,Kai,/sets/2111-1/Kai,Action/Adventure,Ninjago,Spinners,2011,19,1,/inventories/2111-1,/minifigs/inset-2111-1,"£7.49, $9.99","New: $40, Used: $8",4.1,8,"Kai, 1St Wave, Fire, Ninjago Ninjas",Normal,Blister pack,
