set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,price_store,price_new,price_used,rating_value,rating_votes
7961-1,Darth Maul's Sith Infiltrator,Licensed,Star Wars,Episode I,2011.0,479.0,4.0,69.99,64.0,32.0,4.3,8.0
7962-1,Anakin Skywalker and Sebulba's Podracers,Licensed,Star Wars,Episode I,2011.0,810.0,5.0,89.99,112.0,76.0,4.8,10.0
7964-1,Republic Frigate,Licensed,Star Wars,The Clone Wars,2011.0,1015.0,5.0,119.99,194.0,120.0,4.5,8.0
7965-1,Millennium Falcon,Licensed,Star Wars,Episode IV,2011.0,1254.0,6.0,139.99,186.0,104.0,4.4,28.0
7976-1,Ocean Speeder,Action/Adventure,Atlantis,,2011.0,54.0,1.0,4.99,6.0,4.0,3.8,6.0
7977-1,Seabed Strider,Action/Adventure,Atlantis,,2011.0,105.0,2.0,9.99,9.0,6.0,4.3,9.0
7978-1,Angler Attack,Action/Adventure,Atlantis,,2011.0,200.0,2.0,19.99,42.0,22.0,4.6,5.0
7984-1,Deep Sea Raider,Action/Adventure,Atlantis,,2011.0,265.0,2.0,29.99,31.0,19.0,4.7,3.0
7985-1,City of Atlantis,Action/Adventure,Atlantis,,2011.0,686.0,5.0,69.99,110.0,76.0,4.5,6.0
8200-1,Radiator Springs Lightning McQueen,Licensed,Cars,,2011.0,35.0,0.0,6.99,15.0,8.0,4.5,4.0
8201-1,Radiator Springs Classic Mater,Licensed,Cars,,2011.0,52.0,0.0,6.99,11.0,5.0,4.4,8.0
8206-1,Tokyo Pit Stop,Licensed,Cars,Cars 2,2011.0,147.0,0.0,14.99,18.0,10.0,4.0,5.0
8221-1,Storming Enforcer,Racing,Racers,,2011.0,97.0,0.0,12.99,,7.0,,
8227-1,Dragon Dueler,Racing,Racers,,2011.0,94.0,0.0,12.99,18.0,4.0,,
8228-1,Sting Striker,Racing,Racers,,2011.0,82.0,0.0,12.99,13.0,4.0,,
8231-1,Vicious Viper,Racing,Racers,,2011.0,96.0,0.0,12.99,14.0,7.0,,
8423-1,World Grand Prix Racing Rivalry,Licensed,Cars,Cars 2,2011.0,136.0,0.0,14.99,32.0,12.0,3.8,5.0
8424-1,Mater's Spy Zone,Licensed,Cars,Cars 2,2011.0,114.0,0.0,14.99,21.0,13.0,2.8,4.0
8426-1,Escape at Sea,Licensed,Cars,Cars 2,2011.0,159.0,0.0,19.99,24.0,13.0,3.7,3.0
8484-1,Ultimate Build Lightning McQueen,Licensed,Cars,,2011.0,242.0,0.0,29.99,78.0,45.0,4.5,2.0
8486-1,Mack's Team Truck,Licensed,Cars,,2011.0,374.0,0.0,39.99,105.0,42.0,4.7,3.0
8487-1,Flo's V8 Cafe,Licensed,Cars,,2011.0,517.0,0.0,59.99,85.0,63.0,4.0,2.0
8638-1,Spy Jet Escape,Licensed,Cars,Cars 2,2011.0,339.0,0.0,49.99,59.0,30.0,4.0,2.0
8639-1,Big Bentley Bust Out,Licensed,Cars,Cars 2,2011.0,743.0,0.0,69.99,57.0,45.0,4.0,1.0
8677-1,Ultimate Build Mater,Licensed,Cars,Cars 2,2011.0,288.0,0.0,29.99,35.0,31.0,4.3,4.0
8678-1,Ultimate Build Francesco,Licensed,Cars,Cars 2,2011.0,196.0,0.0,29.99,28.0,15.0,3.5,2.0
8679-1,Tokyo International Circuit,Licensed,Cars,Cars 2,2011.0,842.0,0.0,89.99,87.0,59.0,4.5,2.0
10217-1,Diagon Alley,Licensed,Harry Potter,General,2011.0,2025.0,12.0,149.99,360.0,278.0,4.9,9.0
10218-1,Pet Shop,Model making,Creator Expert,Modular Buildings,2011.0,2032.0,4.0,149.99,175.0,158.0,4.7,15.0
10219-1,Maersk Train,Model making,Creator Expert,Trains,2011.0,1237.0,3.0,119.99,323.0,156.0,4.9,9.0
10220-1,Volkswagen T1 Camper Van,Model making,Creator Expert,Vehicles,2011.0,1332.0,0.0,119.99,79.0,71.0,4.8,17.0
10221-1,Super Star Destroyer ,Licensed,Star Wars,Ultimate Collector Series,2011.0,3152.0,5.0,399.99,688.0,606.0,4.3,11.0
10222-1,Winter Village Post Office,Model making,Creator Expert,Winter Village,2011.0,822.0,7.0,69.99,293.0,239.0,4.5,6.0
10231-1,Shuttle Expedition,Model making,Creator Expert,Space,2011.0,1230.0,3.0,99.99,393.0,249.0,4.5,6.0
21000-2,Willis Tower,Model making,Architecture,Landmark Series,2011.0,69.0,0.0,19.99,86.0,26.0,,
21007-1,Rockefeller Center,Model making,Architecture,Architect Series,2011.0,240.0,0.0,39.99,119.0,50.0,4.5,2.0
21008-1,Burj Khalifa,Model making,Architecture,Landmark Series,2011.0,208.0,0.0,24.99,96.0,34.0,4.3,4.0
21009-1,Farnsworth House,Model making,Architecture,Architect Series,2011.0,546.0,0.0,59.99,190.0,128.0,4.4,5.0
21010-1,Robie House,Model making,Architecture,Architect Series,2011.0,2276.0,0.0,199.99,416.0,301.0,4.6,7.0
21011-1,Brandenburg Gate,Model making,Architecture,Landmark Series,2011.0,363.0,0.0,34.99,55.0,34.0,5.0,3.0
3817-1,The Flying Dutchman,Licensed,SpongeBob SquarePants,,2012.0,241.0,3.0,24.99,60.0,24.0,5.0,4.0
3818-1,Bikini Bottom Undersea Party,Licensed,SpongeBob SquarePants,,2012.0,471.0,4.0,49.99,158.0,70.0,4.0,1.0
4200-1,Mining 4x4,Modern day,City,Mining,2012.0,102.0,1.0,11.99,15.0,7.0,4.8,6.0
4201-1,Loader and Tipper,Modern day,City,Mining,2012.0,139.0,2.0,17.99,32.0,11.0,4.5,2.0
4202-1,Mining Truck,Modern day,City,Mining,2012.0,269.0,1.0,34.99,42.0,22.0,4.0,5.0
4203-1,Excavator Transporter,Modern day,City,Mining,2012.0,305.0,2.0,39.99,61.0,24.0,5.0,1.0
4204-1,The Mine,Modern day,City,Mining,2012.0,748.0,4.0,99.99,111.0,70.0,4.6,5.0
4205-1,Off-Road Command Centre,Modern day,City,Forest Police,2012.0,403.0,3.0,39.99,72.0,25.0,5.0,1.0
4206-2,Recycling Truck,Modern day,City,Town,2012.0,297.0,3.0,29.99,45.0,28.0,4.7,3.0
4207-1,City Garage,Modern day,City,Town,2012.0,933.0,5.0,119.99,119.0,78.0,4.4,7.0
4208-1,Fire Truck,Modern day,City,Forest Fire,2012.0,243.0,1.0,19.99,30.0,13.0,4.3,4.0
4209-1,Fire Plane,Modern day,City,Forest Fire,2012.0,522.0,3.0,59.99,50.0,29.0,4.3,4.0
4427-1,Fire ATV,Modern day,City,Forest Fire,2012.0,50.0,1.0,5.99,7.0,3.0,4.2,9.0
4428-1,City Advent Calendar,Modern day,City,Seasonal,2012.0,248.0,7.0,39.99,33.0,20.0,3.0,2.0
4429-1,Helicopter Rescue,Modern day,City,Medical,2012.0,425.0,4.0,59.99,84.0,51.0,3.3,8.0
4430-1,Fire Transporter,Modern day,City,Forest Fire,2012.0,522.0,3.0,49.99,85.0,56.0,,
4431-1,Ambulance,Modern day,City,Medical,2012.0,199.0,3.0,19.99,63.0,27.0,4.4,7.0
4432-1,Garbage Truck,Modern day,City,Great Vehicles,2012.0,208.0,2.0,19.99,45.0,21.0,4.1,15.0
4433-1,Dirt Bike Transporter,Modern day,City,Great Vehicles,2012.0,201.0,2.0,19.99,39.0,13.0,5.0,5.0
4434-1,Dump Truck,Modern day,City,Great Vehicles,2012.0,222.0,2.0,19.99,36.0,21.0,4.6,10.0
4435-1,Car and Caravan,Modern day,City,Great Vehicles,2012.0,218.0,2.0,19.99,39.0,18.0,4.0,4.0
4436-1,Patrol Car,Modern day,City,Forest Police,2012.0,97.0,2.0,11.99,12.0,6.0,4.0,7.0
4437-1,Police Pursuit,Modern day,City,Forest Police,2012.0,129.0,2.0,17.99,14.0,6.0,4.3,3.0
4438-1,Robbers' Hideout,Modern day,City,Forest Police,2012.0,317.0,4.0,39.99,77.0,39.0,3.8,5.0
4439-1,Heavy-Lift Helicopter,Modern day,City,Forest Police,2012.0,393.0,3.0,49.99,54.0,21.0,3.6,5.0
4440-1,Forest Police Station,Modern day,City,Forest Police,2012.0,633.0,5.0,79.99,96.0,39.0,4.2,6.0
4441-1,Police Dog Van,Modern day,City,Forest Police,2012.0,313.0,2.0,34.99,45.0,16.0,4.8,6.0
4442-1,Glider,Modern day,City,Airport,2012.0,101.0,2.0,,25.0,14.0,5.0,1.0
4473-1,Police Helicopter,Modern day,City,Police,2012.0,112.0,2.0,17.99,14.0,15.0,4.0,1.0
4526-1,Batman,Licensed,DC Comics Super Heroes,Constraction,2012.0,40.0,0.0,14.99,44.0,10.0,4.0,1.0
4527-1,The Joker,Licensed,DC Comics Super Heroes,Constraction,2012.0,57.0,0.0,14.99,22.0,11.0,4.0,1.0
4528-1,Green Lantern,Licensed,DC Comics Super Heroes,Constraction,2012.0,38.0,0.0,14.99,21.0,10.0,5.0,1.0
4529-1,Iron Man,Licensed,Marvel Super Heroes,Constraction,2012.0,44.0,0.0,14.99,67.0,22.0,,
4530-1,The Hulk,Licensed,Marvel Super Heroes,Constraction,2012.0,39.0,0.0,14.99,27.0,11.0,4.3,3.0
4597-1,Captain America,Licensed,Marvel Super Heroes,Constraction,2012.0,44.0,0.0,14.99,39.0,17.0,4.0,2.0
5882-1,Ambush Attack,Action/Adventure,Dino,,2012.0,80.0,1.0,11.99,31.0,12.0,4.6,9.0
5883-1,Tower Takedown,Action/Adventure,Dino,,2012.0,136.0,1.0,19.99,49.0,23.0,4.0,8.0
5884-1,Raptor Chase,Action/Adventure,Dino,,2012.0,259.0,2.0,29.99,57.0,30.0,4.3,8.0
5885-1,Triceratops Trapper,Action/Adventure,Dino,,2012.0,271.0,2.0,49.99,110.0,60.0,4.8,5.0
5886-1,T-Rex Hunter,Action/Adventure,Dino,,2012.0,480.0,2.0,69.99,120.0,77.0,4.6,5.0
5887-1,Dino Defense HQ,Action/Adventure,Dino,,2012.0,793.0,4.0,99.99,301.0,136.0,4.5,4.0
5888-1,Ocean Interceptor,Action/Adventure,Dino,,2012.0,222.0,2.0,34.99,98.0,64.0,4.0,1.0
6857-1,The Dynamic Duo Funhouse Escape,Licensed,DC Comics Super Heroes,Batman,2012.0,380.0,5.0,39.99,50.0,34.0,5.0,6.0
6858-1,Catwoman Catcycle City Chase,Licensed,DC Comics Super Heroes,Batman,2012.0,89.0,2.0,12.99,18.0,10.0,4.3,16.0
6860-1,The Batcave,Licensed,DC Comics Super Heroes,Batman,2012.0,690.0,5.0,69.99,67.0,38.0,4.7,7.0
6862-2,Superman vs. Power Armor Lex,Licensed,DC Comics Super Heroes,Superman,2012.0,207.0,3.0,19.99,21.0,12.0,4.2,12.0
6863-1,Batwing Battle Over Gotham City,Licensed,DC Comics Super Heroes,Batman,2012.0,278.0,3.0,34.99,39.0,20.0,4.1,8.0
6864-1,Batmobile and the Two-Face Chase,Licensed,DC Comics Super Heroes,Batman,2012.0,531.0,5.0,49.99,68.0,43.0,4.3,6.0
6865-1,Captain America's Avenging Cycle,Licensed,Marvel Super Heroes,Avengers,2012.0,72.0,3.0,12.99,28.0,13.0,4.0,17.0
6866-1,Wolverine's Chopper Showdown,Licensed,Marvel Super Heroes,Comics,2012.0,199.0,3.0,19.99,108.0,69.0,4.6,13.0
6867-1,Loki's Cosmic Cube Escape,Licensed,Marvel Super Heroes,Avengers,2012.0,181.0,3.0,19.99,42.0,25.0,4.3,8.0
6868-1,Hulk's Helicarrier Breakout,Licensed,Marvel Super Heroes,Avengers,2012.0,389.0,4.0,49.99,68.0,39.0,4.6,8.0
6869-1,Quinjet Aerial Battle,Licensed,Marvel Super Heroes,Avengers,2012.0,735.0,5.0,69.99,80.0,55.0,5.0,7.0
6873-1,Spider-Man's Doc Ock Ambush,Licensed,Marvel Super Heroes,Ultimate Spider-Man,2012.0,295.0,3.0,29.99,45.0,28.0,4.3,6.0
6912-1,Super Soarer,Model making,Creator,,2012.0,130.0,0.0,14.99,12.0,4.0,4.3,4.0
6913-1,Blue Roadster,Model making,Creator,,2012.0,152.0,0.0,14.99,17.0,6.0,4.0,4.0
6914-1,Prehistoric Hunters,Model making,Creator,,2012.0,191.0,0.0,17.99,36.0,11.0,3.7,3.0
7291-1,Street Rebel,Model making,Creator,,2012.0,196.0,0.0,19.99,16.0,6.0,4.5,2.0
7292-1,Propeller Adventures,Model making,Creator,,2012.0,241.0,0.0,19.99,23.0,10.0,5.0,2.0
7345-1,Transport Chopper,Model making,Creator,,2012.0,383.0,0.0,34.99,35.0,13.0,4.0,2.0
7346-1,Seaside House,Model making,Creator,,2012.0,415.0,1.0,49.99,56.0,27.0,4.7,3.0
7347-1,Highway Pickup,Model making,Creator,,2012.0,805.0,0.0,79.99,74.0,62.0,4.7,3.0
9092-1,Crazy Demon,Racing,Racers,,2012.0,86.0,1.0,9.99,14.0,5.0,4.0,1.0
9093-1,Bone Cruncher,Racing,Racers,,2012.0,87.0,1.0,9.99,12.0,6.0,5.0,1.0
9094-1,Star Striker,Racing,Racers,,2012.0,88.0,1.0,9.99,20.0,6.0,4.0,1.0
9095-1,Nitro Predator,Racing,Racers,,2012.0,87.0,1.0,9.99,12.0,5.0,4.0,1.0
9440-1,Venomari Shrine,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,86.0,1.0,6.99,17.0,6.0,4.2,12.0
9441-1,Kai's Blade Cycle,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,188.0,2.0,14.99,55.0,11.0,4.5,11.0
9442-1,Jay's Storm Fighter,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,242.0,2.0,24.99,56.0,15.0,4.2,6.0
9443-1,Rattlecopter,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,327.0,3.0,29.99,61.0,19.0,4.2,9.0
9444-1,Cole's Tread Assault,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,286.0,2.0,39.99,85.0,30.0,4.5,2.0
9445-1,Fangpyre Truck Ambush,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,452.0,4.0,49.99,110.0,51.0,5.0,2.0
9446-1,Destiny's Bounty,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,680.0,6.0,79.99,142.0,74.0,4.7,6.0
9447-1,Lasha's Bite Cycle,Action/Adventure,Ninjago,Search for the Fang Blades,2012.0,250.0,2.0,24.99,46.0,17.0,4.0,1.0
9448-1,Samurai Mech,Action/Adventure,Ninjago,Search for the Fang Blades,2012.0,452.0,3.0,39.99,59.0,34.0,4.6,5.0
9449-1,Ultra Sonic Raider,Action/Adventure,Ninjago,Search for the Fang Blades,2012.0,622.0,6.0,79.99,104.0,53.0,4.5,6.0
9450-1,Epic Dragon Battle,Action/Adventure,Ninjago,Search for the Fang Blades,2012.0,915.0,7.0,119.99,138.0,92.0,5.0,5.0
9455-1,Fangpyre Mech,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,255.0,2.0,24.99,45.0,22.0,4.8,5.0
9456-1,Spinner Battle Arena,Action/Adventure,Ninjago,Spinners,2012.0,418.0,2.0,39.99,66.0,27.0,,
9457-1,Fangpyre Wrecking Ball,Action/Adventure,Ninjago,Rise of the Snakes,2012.0,415.0,3.0,49.99,95.0,58.0,5.0,2.0
9461-1,The Swamp Creature,Action/Adventure,Monster Fighters,,2012.0,70.0,2.0,6.99,14.0,10.0,4.0,10.0
9462-1,The Mummy,Action/Adventure,Monster Fighters,,2012.0,90.0,2.0,11.99,16.0,11.0,4.0,6.0
9463-1,The Werewolf,Action/Adventure,Monster Fighters,,2012.0,243.0,2.0,19.99,37.0,22.0,3.3,8.0
9464-1,The Vampyre Hearse,Action/Adventure,Monster Fighters,,2012.0,314.0,3.0,34.99,55.0,31.0,4.7,3.0
9465-1,The Zombies,Action/Adventure,Monster Fighters,,2012.0,447.0,4.0,39.99,193.0,134.0,5.0,2.0
9466-1,The Crazy Scientist & His Monster,Action/Adventure,Monster Fighters,,2012.0,430.0,4.0,49.99,60.0,46.0,4.5,4.0
9467-1,The Ghost Train,Action/Adventure,Monster Fighters,,2012.0,741.0,5.0,79.99,109.0,83.0,4.2,10.0
9468-1,Vampyre Castle,Action/Adventure,Monster Fighters,,2012.0,949.0,7.0,99.99,165.0,108.0,4.9,8.0
9469-1,Gandalf Arrives,Licensed,The Lord of the Rings,The Fellowship of the Ring,2012.0,83.0,2.0,12.99,36.0,22.0,4.4,22.0
9470-1,Shelob Attacks,Licensed,The Lord of the Rings,The Return of the King,2012.0,227.0,3.0,19.99,52.0,32.0,4.7,14.0
9471-1,Uruk-Hai Army,Licensed,The Lord of the Rings,The Two Towers,2012.0,257.0,6.0,29.99,80.0,54.0,4.6,11.0
9472-1,Attack On Weathertop,Licensed,The Lord of the Rings,The Fellowship of the Ring,2012.0,430.0,5.0,59.99,80.0,69.0,4.7,13.0
9473-1,The Mines of Moria,Licensed,The Lord of the Rings,The Fellowship of the Ring,2012.0,776.0,9.0,79.99,128.0,97.0,4.3,12.0
9474-1,The Battle of Helm's Deep,Licensed,The Lord of the Rings,The Two Towers,2012.0,1368.0,8.0,129.99,212.0,168.0,4.9,12.0
9476-1,The Orc Forge,Licensed,The Lord of the Rings,The Fellowship of the Ring,2012.0,366.0,4.0,39.99,71.0,55.0,4.6,10.0
9478-1,Francesco Bernoulli,Licensed,Cars,Cars 2,2012.0,49.0,0.0,6.99,50.0,9.0,3.0,1.0
9479-1,Ivan Mater,Licensed,Cars,Cars 2,2012.0,52.0,0.0,6.99,14.0,7.0,3.0,1.0
9480-1,Finn McMissile,Licensed,Cars,Cars 2,2012.0,52.0,0.0,6.99,17.0,8.0,4.5,2.0
9481-1,Jeff Gorvette,Licensed,Cars,Cars 2,2012.0,54.0,0.0,6.99,19.0,11.0,4.0,1.0
9483-1,Agent Mater's Escape,Licensed,Cars,Cars 2,2012.0,144.0,0.0,14.99,27.0,15.0,4.5,2.0
9484-1,Red's Water Rescue,Licensed,Cars,Cars 2,2012.0,199.0,0.0,19.99,42.0,26.0,3.5,2.0
9485-1,Ultimate Race Set,Licensed,Cars,Cars 2,2012.0,280.0,0.0,29.99,60.0,37.0,,
9486-1,Oil Rig Escape,Licensed,Cars,Cars 2,2012.0,422.0,0.0,49.99,82.0,47.0,5.0,1.0
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,Licensed,Star Wars,The Clone Wars,2012.0,98.0,4.0,12.99,30.0,17.0,4.4,24.0
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,Licensed,Star Wars,Episode VI,2012.0,77.0,4.0,12.99,22.0,15.0,3.8,12.0
9490-1,Droid Escape,Licensed,Star Wars,Episode IV,2012.0,137.0,4.0,19.99,25.0,17.0,4.1,13.0
9491-1,Geonosian Cannon,Licensed,Star Wars,The Clone Wars,2012.0,132.0,4.0,19.99,22.0,15.0,4.3,8.0
9492-1,TIE Fighter,Licensed,Star Wars,Episode IV,2012.0,413.0,4.0,54.99,67.0,46.0,4.6,19.0
9493-1,X-wing Starfighter,Licensed,Star Wars,Episode IV,2012.0,560.0,4.0,59.99,84.0,60.0,4.8,16.0
9494-1,Anakin's Jedi Interceptor,Licensed,Star Wars,Episode III,2012.0,300.0,5.0,39.99,71.0,42.0,4.5,10.0
9495-1,Gold Leader's Y-wing Starfighter,Licensed,Star Wars,Episode IV,2012.0,458.0,3.0,49.99,86.0,49.0,4.4,9.0
9496-1,Desert Skiff,Licensed,Star Wars,Episode VI,2012.0,213.0,4.0,24.99,33.0,22.0,4.5,24.0
9497-1,Republic Striker-class Starfighter,Licensed,Star Wars,The Old Republic,2012.0,376.0,3.0,44.99,74.0,33.0,4.0,10.0
9498-1,Saesee Tiin's Jedi Starfighter,Licensed,Star Wars,The Clone Wars,2012.0,244.0,3.0,29.99,46.0,30.0,4.4,7.0
9499-1,Gungan Sub,Licensed,Star Wars,Episode I,2012.0,465.0,4.0,69.99,118.0,77.0,5.0,1.0
9500-1,Sith Fury-class Interceptor,Licensed,Star Wars,The Old Republic,2012.0,741.0,3.0,89.99,119.0,81.0,4.3,12.0
9509-1,Star Wars Advent Calendar,Licensed,Star Wars,Seasonal,2012.0,234.0,10.0,49.99,33.0,30.0,4.5,2.0
9515-1,Malevolence,Licensed,Star Wars,The Clone Wars,2012.0,1092.0,6.0,119.99,183.0,106.0,4.1,11.0
9516-1,Jabba's Palace,Licensed,Star Wars,Episode VI,2012.0,717.0,10.0,119.99,157.0,129.0,4.6,12.0
9525-1,Pre Vizsla's Mandalorian Fighter,Licensed,Star Wars,The Clone Wars,2012.0,403.0,3.0,49.99,84.0,52.0,4.3,3.0
9526-1,Palpatine's Arrest,Licensed,Star Wars,Episode III,2012.0,645.0,6.0,89.99,175.0,136.0,4.5,4.0
9677-1,X-wing Starfighter & Yavin 4,Licensed,Star Wars,Planet Set,2012.0,77.0,1.0,9.99,15.0,10.0,3.4,5.0
9678-1,Twin-Pod Cloud Car & Bespin,Licensed,Star Wars,Planet Set,2012.0,78.0,1.0,9.99,10.0,6.0,4.3,9.0
9679-1,AT-ST & Endor,Licensed,Star Wars,Planet Set,2012.0,65.0,1.0,9.99,14.0,9.0,3.9,8.0
10223-1,Kingdoms Joust,Historical,Castle,Kingdoms,2012.0,1575.0,9.0,119.99,171.0,151.0,5.0,9.0
10224-1,Town Hall,Model making,Creator Expert,Modular Buildings,2012.0,2766.0,8.0,199.99,475.0,395.0,5.0,5.0
10225-1,R2-D2,Licensed,Star Wars,Ultimate Collector Series,2012.0,2127.0,1.0,179.99,331.0,249.0,4.7,10.0
10226-1,Sopwith Camel,Model making,Creator Expert,Aircraft,2012.0,883.0,0.0,99.99,145.0,113.0,5.0,8.0
10227-1,B-Wing Starfighter,Licensed,Star Wars,Ultimate Collector Series,2012.0,1487.0,0.0,199.99,329.0,279.0,4.0,3.0
10228-1,Haunted House,Action/Adventure,Monster Fighters,,2012.0,2064.0,6.0,179.99,351.0,289.0,4.9,10.0
10229-1,Winter Village Cottage,Model making,Creator Expert,Winter Village,2012.0,1490.0,8.0,99.99,230.0,205.0,5.0,8.0
10230-1,Mini Modulars,Model making,Creator Expert,,2012.0,1356.0,0.0,79.99,140.0,129.0,4.7,9.0
21012-1,Sydney Opera House,Model making,Architecture,Architect Series,2012.0,270.0,0.0,39.99,117.0,60.0,3.3,3.0
21013-1,Big Ben,Model making,Architecture,Landmark Series,2012.0,346.0,0.0,29.99,48.0,24.0,3.0,3.0
21014-1,Villa Savoye,Model making,Architecture,Architect Series,2012.0,660.0,0.0,69.99,139.0,98.0,4.6,5.0
21016-1,Sungnyemun,Model making,Architecture,Landmark Series,2012.0,325.0,0.0,34.99,280.0,148.0,4.5,2.0
79000-1,Riddles for the Ring,Licensed,The Hobbit,An Unexpected Journey,2012.0,105.0,2.0,9.99,24.0,14.0,4.4,7.0
79001-1,Escape from Mirkwood Spiders,Licensed,The Hobbit,The Desolation of Smaug,2012.0,298.0,4.0,29.99,42.0,26.0,4.3,6.0
79002-1,Attack of the Wargs,Licensed,The Hobbit,An Unexpected Journey,2012.0,400.0,5.0,49.99,68.0,54.0,4.2,6.0
79003-1,An Unexpected Gathering,Licensed,The Hobbit,An Unexpected Journey,2012.0,652.0,6.0,69.99,136.0,94.0,5.0,10.0
79004-1,Barrel Escape,Licensed,The Hobbit,The Desolation of Smaug,2012.0,334.0,5.0,39.99,64.0,49.0,4.7,3.0
79010-1,The Goblin King Battle,Licensed,The Hobbit,An Unexpected Journey,2012.0,841.0,8.0,99.99,110.0,81.0,4.6,5.0
10232-1,Palace Cinema,Model making,Creator Expert,Modular Buildings,2013.0,2196.0,6.0,149.99,176.0,165.0,4.0,10.0
10233-1,Horizon Express,Model making,Creator Expert,Trains,2013.0,1351.0,6.0,129.99,209.0,149.0,4.8,6.0
10234-1,Sydney Opera House,Model making,Creator Expert,Buildings,2013.0,2989.0,0.0,319.99,294.0,223.0,5.0,3.0
10235-1,Winter Village Market,Model making,Creator Expert,Winter Village,2013.0,1261.0,9.0,99.99,151.0,130.0,4.5,6.0
10236-1,Ewok Village,Licensed,Star Wars,Ultimate Collector Series,2013.0,1990.0,17.0,249.99,272.0,245.0,4.8,5.0
10237-1,Tower of Orthanc,Licensed,The Lord of the Rings,The Two Towers,2013.0,2359.0,5.0,199.99,281.0,230.0,4.9,7.0
10240-1,Red Five X-wing Starfighter,Licensed,Star Wars,Ultimate Collector Series,2013.0,1559.0,1.0,199.99,279.0,213.0,4.5,6.0
10937-1,Batman: Arkham Asylum Breakout,Licensed,DC Comics Super Heroes,Batman,2013.0,1619.0,8.0,159.99,187.0,142.0,4.8,6.0
21015-1,The Leaning Tower of Pisa,Model making,Architecture,Landmark Series,2013.0,345.0,0.0,34.99,87.0,64.0,3.7,3.0
21017-1,Imperial Hotel,Model making,Architecture,Architect Series,2013.0,1188.0,0.0,129.99,134.0,98.0,4.7,3.0
21018-1,United Nations Headquarters,Model making,Architecture,Landmark Series,2013.0,597.0,0.0,49.99,99.0,61.0,5.0,3.0
21021-1,Marina Bay Sands,Model making,Architecture,Landmark Series,2013.0,602.0,0.0,,726.0,128.0,5.0,2.0
21050-1,Architecture Studio,Model making,Architecture,,2013.0,1210.0,0.0,159.99,247.0,157.0,4.0,1.0
21105-1,The Village,Licensed,Minecraft,Micro World,2013.0,466.0,3.0,34.99,37.0,25.0,3.5,2.0
21106-1,The Nether,Licensed,Minecraft,Micro World,2013.0,469.0,3.0,34.99,39.0,12.0,3.0,1.0
31002-1,Super Racer,Model making,Creator,,2013.0,121.0,0.0,14.99,11.0,6.0,4.7,3.0
31003-1,Red Rotors,Model making,Creator,,2013.0,145.0,0.0,14.99,8.0,3.0,4.0,3.0
31004-1,Fierce Flyer,Model making,Creator,,2013.0,166.0,0.0,14.99,21.0,9.0,4.8,6.0
31005-1,Construction Hauler,Model making,Creator,,2013.0,256.0,0.0,17.99,20.0,8.0,5.0,1.0
31006-1,Highway Speedster,Model making,Creator,,2013.0,286.0,0.0,24.99,34.0,13.0,4.3,4.0
31007-1,Power Mech,Model making,Creator,,2013.0,223.0,0.0,19.99,28.0,16.0,5.0,3.0
31008-1,Thunder Wings,Model making,Creator,,2013.0,235.0,0.0,19.99,35.0,14.0,4.0,1.0
31009-1,Small Cottage,Model making,Creator,,2013.0,271.0,1.0,24.99,30.0,19.0,5.0,2.0
31010-1,Treehouse,Model making,Creator,,2013.0,356.0,1.0,29.99,40.0,18.0,4.0,3.0
31011-1,Aviation Adventures,Model making,Creator,,2013.0,618.0,0.0,59.99,50.0,42.0,4.7,3.0
31012-1,Family House,Model making,Creator,,2013.0,756.0,2.0,69.99,93.0,55.0,5.0,4.0
60000-1,Fire Motorcycle,Modern day,City,Fire,2013.0,40.0,1.0,6.99,8.0,4.0,4.0,7.0
60001-1,Fire Chief Car,Modern day,City,Fire,2013.0,80.0,2.0,11.99,7.0,6.0,4.3,3.0
60002-1,Fire Truck,Modern day,City,Fire,2013.0,209.0,2.0,19.99,29.0,15.0,3.8,4.0
60003-1,Fire Emergency,Modern day,City,Fire,2013.0,301.0,3.0,39.99,29.0,15.0,4.0,2.0
60004-1,Fire Station,Modern day,City,Fire,2013.0,752.0,5.0,99.99,90.0,55.0,4.5,6.0
60005-1,Fire Boat,Modern day,City,Fire,2013.0,222.0,4.0,29.99,45.0,27.0,5.0,1.0
60006-1,Police ATV,Modern day,City,Police,2013.0,51.0,2.0,6.99,6.0,3.0,4.0,4.0
60007-1,High Speed Chase,Modern day,City,Police,2013.0,283.0,3.0,29.99,30.0,13.0,4.3,6.0
60008-1,Museum Break-in,Modern day,City,Police,2013.0,563.0,6.0,69.99,76.0,38.0,4.3,3.0
60009-1,Helicopter Arrest,Modern day,City,Police,2013.0,352.0,5.0,49.99,60.0,51.0,,
60010-2,Fire Helicopter,Modern day,City,Fire,2013.0,232.0,2.0,39.99,33.0,20.0,,
