set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging,inventory_id,number_parts,total_parts,1st_color,2nd_color
7789-1,Lotso's Dump Truck,/sets/7789-1/Lotso-s-Dump-Truck,Licensed,Toy Story,Toy Story 3,2010.0,129.0,1.0,/inventories/7789-1,/minifigs/inset-7789-1,19.99,27.0,16.0,4.6,10.0,"Chunk, Bigfig, Brick Built Figure, Construction, Disney, Dump Truck, Lotso, Pixar, Squid, Stretch, Toy Story 3",Normal,Box,3740,71,133,Yellow,Black
7848-1,Toys R Us City Truck,/sets/7848-1/Toys-R-Us-City-Truck,Modern day,City,Traffic,2010.0,356.0,3.0,/inventories/7848-1,/minifigs/inset-7848-1,44.99,81.0,60.0,4.5,10.0,"Articulated Lorry, Baseplate, Delivery Truck, Shop, Toy Shop, Toys R Us, Trailer",Normal,Box,14286,130,354,Blue,Black
7936-1,Level Crossing,/sets/7936-1/Level-Crossing,Modern day,City,Trains,2010.0,142.0,1.0,/inventories/7936-1,/minifigs/inset-7936-1,19.99,55.0,42.0,4.5,8.0,"Construction, Crane, Excavator, Level Crossing, Mobile Crane, Railway Maintenance, Track, Trackside Structure, Train Track",Normal,Box,2499,67,143,Black,Yellow
7937-1,Train Station,/sets/7937-1/Train-Station,Modern day,City,Trains,2010.0,361.0,4.0,/inventories/7937-1,/minifigs/inset-7937-1,49.99,84.0,55.0,4.7,9.0,"Lamppost, Pedestrian Crossing, Railway Building, Sliding Door, Taxi, Track, Trackside Structure, Train Station, Train Track, Van",Normal,Box,952,128,378,White,Light Bluish Gray
7938-1,Passenger Train,/sets/7938-1/Passenger-Train,Modern day,City,Trains,2010.0,669.0,3.0,/inventories/7938-1,/minifigs/inset-7938-1,129.99,160.0,97.0,4.5,12.0,"Electric, Electric Locomotive, Electric Motor, Lamppost, Overhead Electric Locomotive, Passenger Train, Power Functions, Public Transport, Remote Control, Track, Trackside Structure, Train Track",Normal,Box,8122,137,687,Red,Black
7939-1,Cargo Train,/sets/7939-1/Cargo-Train,Modern day,City,Trains,2010.0,839.0,4.0,/inventories/7939-1,/minifigs/inset-7939-1,179.99,215.0,108.0,4.7,10.0,"Articulated Lorry, Car, Cargo, Crane, Electric, Electric Locomotive, Electric Motor, Freight Train, Octan, Power Functions, Remote Control, Tanker, Track, Trackside Structure, Trailer, Train Track, Transport Vehicle, Truck",Normal,Box,15364,245,853,Black,Yellow
7946-1,King's Castle,/sets/7946-1/King-s-Castle,Historical,Castle,Kingdoms,2010.0,933.0,8.0,/inventories/7946-1,/minifigs/inset-7946-1,99.99,250.0,124.0,4.6,18.0,"Catapult, Dragon Knights, Drawbridge, Dungeon, Enclosed Fortress, Horse, Lion Knights, Throne",Normal,Box,5112,212,952,Light Bluish Gray,Dark Bluish Gray
7947-1,Prison Tower Rescue,/sets/7947-1/Prison-Tower-Rescue,Historical,Castle,Kingdoms,2010.0,365.0,5.0,/inventories/7947-1,/minifigs/inset-7947-1,49.99,106.0,56.0,4.5,12.0,"Catapult, Dragon Knights, Horse, Lion Knights",Normal,Box,13250,155,372,Black,Reddish Brown
7948-1,Outpost Attack,/sets/7948-1/Outpost-Attack,Historical,Castle,Kingdoms,2010.0,194.0,3.0,/inventories/7948-1,/minifigs/inset-7948-1,19.99,43.0,19.0,4.3,15.0,"Castle, Catapult, Dragon Knights, Lion Knights",Normal,Box,4601,83,199,Light Bluish Gray,Reddish Brown
7949-1,Prison Carriage Rescue,/sets/7949-1/Prison-Carriage-Rescue,Historical,Castle,Kingdoms,2010.0,50.0,3.0,/inventories/7949-1,/minifigs/inset-7949-1,9.99,22.0,11.0,3.9,14.0,"Cart, Dragon Knights, Horse, Lion Knights",Normal,Box,15598,44,54,Black,Dark Green
7950-1,Knight's Showdown,/sets/7950-1/Knight-s-Showdown,Historical,Castle,Kingdoms,2010.0,61.0,2.0,/inventories/7950-1,/minifigs/inset-7950-1,6.99,14.0,9.0,4.4,17.0,"Catapult, Dragon Knights, Lion Knights",Normal,Box,9465,42,67,Reddish Brown,Dark Bluish Gray
7953-1,Court Jester,/sets/7953-1/Court-Jester,Historical,Castle,Kingdoms,2010.0,22.0,1.0,/inventories/7953-1,/minifigs/inset-7953-1,3.99,6.0,5.0,4.3,16.0,Performance Stage,Normal,Box,262,19,25,Red,White
7955-1,Wizard,/sets/7955-1/Wizard,Historical,Castle,Kingdoms,2010.0,19.0,1.0,/inventories/7955-1,/minifigs/inset-7955-1,3.99,8.0,7.0,4.5,20.0,"Dragon, Magic",Normal,Box,6360,20,21,Dark Green,Black
7967-1,Fast,/sets/7967-1/Fast,Racing,Racers,Power Racers,2010.0,69.0,0.0,/inventories/7967-1,,12.99,14.0,3.0,4.0,1.0,"Racing Car, Slammer",Normal,Box,13776,42,72,Black,Red
7968-1,Strong,/sets/7968-1/Strong,Racing,Racers,Power Racers,2010.0,91.0,0.0,/inventories/7968-1,,12.99,14.0,4.0,4.0,1.0,"Slammer, Truck",Normal,Box,14708,56,99,Black,Yellow
7970-1,Hero,/sets/7970-1/Hero,Racing,Racers,Power Racers,2010.0,68.0,0.0,/inventories/7970-1,,12.99,8.0,6.0,3.3,4.0,"Police, Police Car, Slammer",Normal,Box,8720,43,70,Black,Blue
7971-1,Bad,/sets/7971-1/Bad,Racing,Racers,Power Racers,2010.0,72.0,0.0,/inventories/7971-1,,12.99,9.0,5.0,4.0,1.0,"Racing Car, Slammer",Normal,Box,16255,49,75,Black,Orange
8041-1,Race Truck,/sets/8041-1/Race-Truck,Technical,Technic,,2010.0,608.0,0.0,/inventories/8041-1,,59.99,69.0,61.0,3.7,7.0,"Car, Functional Steering, Multibuild, Racing, Racing Car, Truck",Normal,Box,3704,99,615,Black,Light Bluish Gray
8043-1,Motorized Excavator,/sets/8043-1/Motorized-Excavator,Technical,Technic,,2010.0,1123.0,0.0,/inventories/8043-1,,199.99,460.0,211.0,4.9,18.0,"Construction, Electric, Excavator, Flagship Set, Front Loader, Power Functions, Remote Control, Tracked Vehicle",Normal,Box,12610,149,1137,Black,Light Bluish Gray
8045-1,Mini Telehandler,/sets/8045-1/Mini-Telehandler,Technical,Technic,,2010.0,117.0,0.0,/inventories/8045-1,,10.99,24.0,10.0,3.8,5.0,"Construction, Microscale, Telehandler",Normal,Box,7659,48,123,Black,Light Bluish Gray
8046-1,Helicopter,/sets/8046-1/Helicopter,Technical,Technic,,2010.0,152.0,0.0,/inventories/8046-1,,19.99,23.0,6.0,4.3,4.0,"Aircraft, Airplane, Helicopter, Multibuild, Propeller Aircraft, Seaplane",Normal,Box,13401,55,157,Black,Light Bluish Gray
8047-1,Compact Excavator,/sets/8047-1/Compact-Excavator,Technical,Technic,,2010.0,252.0,0.0,/inventories/8047-1,,24.99,54.0,23.0,4.6,10.0,"Construction, Excavator, Tracked Vehicle",Normal,Box,14796,73,258,Black,Light Bluish Gray
8048-1,Buggy,/sets/8048-1/Buggy,Technical,Technic,,2010.0,314.0,0.0,/inventories/8048-1,,39.99,57.0,27.0,4.3,11.0,"Dune Buggy, Off Roader",Normal,Box,1527,86,318,Black,Light Bluish Gray
8049-1,Tractor with Log Loader,/sets/8049-1/Tractor-with-Log-Loader,Technical,Technic,,2010.0,525.0,0.0,/inventories/8049-1,,59.99,90.0,43.0,4.2,10.0,"Crane, Pneumatic, Power Functions Compatible, Tractor, Trailer",Normal,Box,14586,119,538,Black,Light Bluish Gray
8051-1,Motorbike,/sets/8051-1/Motorbike,Technical,Technic,,2010.0,467.0,0.0,/inventories/8051-1,,39.99,122.0,63.0,4.6,19.0,Motorcycle,Normal,Box,7953,105,480,Black,Light Bluish Gray
8052-1,Container Truck,/sets/8052-1/Container-Truck,Technical,Technic,,2010.0,686.0,0.0,/inventories/8052-1,,69.99,177.0,66.0,3.9,9.0,"Electric, Hook Loader, Power Functions, Truck",Normal,Box,13173,108,695,Black,Light Bluish Gray
8053-1,Mobile Crane,/sets/8053-1/Mobile-Crane,Technical,Technic,,2010.0,1289.0,0.0,/inventories/8053-1,,99.99,223.0,81.0,4.5,11.0,"Crane, Functional Steering, Mobile Crane, Power Functions Compatible",Normal,Box,11226,150,1307,Black,Light Bluish Gray
8056-1,Monster Crab Clash,/sets/8056-1/Monster-Crab-Clash,Action/Adventure,Atlantis,,2010.0,68.0,1.0,/inventories/8056-1,/minifigs/inset-8056-1,6.99,16.0,3.0,4.3,25.0,"Axel Storm, 1St Wave, Brick Built Animals, Crab",Normal,Box,3627,31,70,Black,Orange
8057-1,Wreck Raider,/sets/8057-1/Wreck-Raider,Action/Adventure,Atlantis,,2010.0,64.0,2.0,/inventories/8057-1,/minifigs/inset-8057-1,9.99,10.0,4.0,4.6,21.0,"Ace Speedman, Shark Warrior, 1St Wave",Normal,Box,12991,46,67,Light Bluish Gray,Dark Bluish Gray
8058-1,Guardian of the Deep,/sets/8058-1/Guardian-of-the-Deep,Action/Adventure,Atlantis,,2010.0,144.0,1.0,/inventories/8058-1,/minifigs/inset-8058-1,14.99,24.0,8.0,4.6,18.0,"Bobby Buoy, 1St Wave, Brick Built Animals, Shark",Normal,Box,6743,80,152,Black,Red
8059-1,Seabed Scavenger,/sets/8059-1/Seabed-Scavenger,Action/Adventure,Atlantis,,2010.0,119.0,2.0,/inventories/8059-1,/minifigs/inset-8059-1,14.99,19.0,7.0,4.5,11.0,"Lance Spears, Manta Warrior, 1St Wave, Seafloor Vehicle, Submarine",Normal,Box,14705,70,126,Dark Bluish Gray,Red
8060-1,Typhoon Turbo Sub,/sets/8060-1/Typhoon-Turbo-Sub,Action/Adventure,Atlantis,,2010.0,197.0,2.0,/inventories/8060-1,/minifigs/inset-8060-1,24.99,25.0,8.0,4.2,14.0,"Axel Storm, Shark Warrior, 1St Wave, Converts, Submarine",Normal,Box,2252,109,207,Red,Black
8061-1,Gateway of the Squid,/sets/8061-1/Gateway-of-the-Squid,Action/Adventure,Atlantis,,2010.0,354.0,3.0,/inventories/8061-1,/minifigs/inset-8061-1,39.99,46.0,23.0,4.1,10.0,"Lance Spears, Samantha Rhodes, Squid Warrior, 1St Wave, Brick Built Animals, Cage, Ruins, Squid",Normal,Box,13477,143,366,Black,Dark Bluish Gray
8072-1,Sea Jet,/sets/8072-1/Sea-Jet,Action/Adventure,Atlantis,,2010.0,23.0,1.0,/inventories/8072-1,/minifigs/inset-8072-1,3.99,3.0,2.0,4.0,6.0,"Bobby Buoy, 1St Wave",Normal,Box,9837,23,28,Dark Bluish Gray,Black
8073-1,Manta Warrior,/sets/8073-1/Manta-Warrior,Action/Adventure,Atlantis,,2010.0,13.0,1.0,/inventories/8073-1,/minifigs/inset-8073-1,3.99,4.0,3.0,3.6,16.0,"Manta Warrior, 1St Wave",Normal,Box,12769,13,14,Light Bluish Gray,Dark Blue
8075-1,Neptune Carrier,/sets/8075-1/Neptune-Carrier,Action/Adventure,Atlantis,,2010.0,476.0,4.0,/inventories/8075-1,/minifigs/inset-8075-1,59.99,46.0,21.0,4.4,7.0,"Ace Speedman, Axel Storm, Dr Jeff Fisher, Manta Warrior, 1St Wave, Brick Built Animals, Manta Ray, Seafloor Vehicle, Submarine",Normal,Box,1399,170,497,Red,Dark Bluish Gray
8076-1,Deep Sea Striker,/sets/8076-1/Deep-Sea-Striker,Action/Adventure,Atlantis,,2010.0,260.0,1.0,/inventories/8076-1,/minifigs/inset-8076-1,19.99,23.0,13.0,4.5,4.0,"Lance Spears, 2nd Wave, Brick Built Animals, Scorpions",Normal,Box,9114,89,266,Black,Orange
8077-1,Atlantis Exploration HQ,/sets/8077-1/Atlantis-Exploration-HQ,Action/Adventure,Atlantis,,2010.0,473.0,3.0,/inventories/8077-1,/minifigs/inset-8077-1,49.99,64.0,33.0,4.6,7.0,"Ace Speedman, Dr Jeff Fisher, Manta Warrior, 2nd Wave, Converts, Mobile Base, Submarine",Normal,Box,7397,172,487,Dark Bluish Gray,Red
8078-1,Portal of Atlantis,/sets/8078-1/Portal-of-Atlantis,Action/Adventure,Atlantis,,2010.0,1007.0,7.0,/inventories/8078-1,/minifigs/inset-8078-1,99.99,101.0,70.0,4.8,10.0,"Ace Speedman, Axel Storm, Portal Emperor, Samantha Rhodes, Shark Warrior, Squid Warrior, 2nd Wave, Brick Built Animals, Camera, Castle, Portal, Shark, Skeletons, Statue",Normal,Box,11058,249,1032,Dark Bluish Gray,Black
8079-1,Shadow Snapper,/sets/8079-1/Shadow-Snapper,Action/Adventure,Atlantis,,2010.0,246.0,1.0,/inventories/8079-1,/minifigs/inset-8079-1,29.99,30.0,20.0,4.0,4.0,"Lance Spears, 1St Wave, Brick Built Animals, Submarine, Turtle",Normal,Box,12371,91,254,Black,Red
8080-1,Undersea Explorer,/sets/8080-1/Undersea-Explorer,Action/Adventure,Atlantis,,2010.0,364.0,1.0,/inventories/8080-1,/minifigs/inset-8080-1,39.99,40.0,31.0,4.3,3.0,"Bobby Buoy, 2nd Wave, Brick Built Animals, Converts, Fish, Mech, Seafloor Vehicle",Normal,Box,4392,124,361,Red,Black
8083-1,Rebel Trooper Battle Pack,/sets/8083-1/Rebel-Trooper-Battle-Pack,Licensed,Star Wars,Episode V,2010.0,79.0,4.0,/inventories/8083-1,/minifigs/inset-8083-1,11.99,18.0,9.0,4.2,46.0,"Hoth Rebel Trooper, Zev Senesca, Battle Pack, Hoth, Original Trilogy, Rebel Alliance, The Empire Strikes Back",Normal,Box,433,50,82,White,Light Bluish Gray
8084-1,Snowtrooper Battle Pack,/sets/8084-1/Snowtrooper-Battle-Pack,Licensed,Star Wars,Episode V,2010.0,74.0,4.0,/inventories/8084-1,/minifigs/inset-8084-1,11.99,17.0,11.0,4.5,39.0,"AT-AT Driver, Imperial Officer, Snowtrooper, Battle Pack, Galactic Empire, Hoth, Original Trilogy, The Empire Strikes Back",Normal,Box,1800,57,77,Black,White
8085-1,Freeco Speeder,/sets/8085-1/Freeco-Speeder,Licensed,Star Wars,The Clone Wars,2010.0,177.0,2.0,/inventories/8085-1,/minifigs/inset-8085-1,24.99,27.0,14.0,4.1,28.0,"Anakin Skywalker, Thi-Sen, Cartoon, Cartoon Network, Galactic Republic, Jedi",Normal,Box,9935,90,183,White,Light Bluish Gray
8086-1,Droid Tri-Fighter,/sets/8086-1/Droid-Tri-Fighter,Licensed,Star Wars,The Clone Wars,2010.0,268.0,3.0,/inventories/8086-1,/minifigs/inset-8086-1,24.99,34.0,16.0,4.4,17.0,"Battle Droid Commander, Battle Droid, Cartoon, Cartoon Network, Droid, Separatists, Starfighter",Normal,Box,12814,66,272,Dark Bluish Gray,Light Bluish Gray
8087-1,TIE Defender,/sets/8087-1/TIE-Defender,Licensed,Star Wars,Legends,2010.0,304.0,2.0,/inventories/8087-1,/minifigs/inset-8087-1,49.99,76.0,48.0,4.1,20.0,"Stormtrooper, TIE Fighter Pilot, Galactic Empire, Starfighter",Normal,Box,3028,75,309,Light Bluish Gray,Dark Bluish Gray
8088-1,ARC-170 Starfighter,/sets/8088-1/ARC-170-Starfighter,Licensed,Star Wars,Episode III,2010.0,396.0,4.0,/inventories/8088-1,/minifigs/inset-8088-1,59.99,131.0,65.0,4.3,39.0,"Captain Jag, Clone Pilot, Kit Fisto, R4-P44, Droid, Galactic Republic, Prequel Trilogy, Revenge of the Sith, Starfighter",Normal,Box,1700,130,403,White,Black
8089-1,Hoth Wampa Cave,/sets/8089-1/Hoth-Wampa-Cave,Licensed,Star Wars,Episode V,2010.0,297.0,3.0,/inventories/8089-1,/minifigs/inset-8089-1,39.99,69.0,33.0,4.1,36.0,"Luke Skywalker, Zev Senesca, Bigfig, Cave, Hoth, Original Trilogy, Snowspeeder, The Empire Strikes Back, Wampa",Normal,Box,10316,126,304,White,Dark Bluish Gray
8091-1,Republic Swamp Speeder,/sets/8091-1/Republic-Swamp-Speeder,Licensed,Star Wars,Episode III,2010.0,176.0,5.0,/inventories/8091-1,/minifigs/inset-8091-1,29.99,30.0,20.0,4.0,26.0,"Barriss Offee, Battle Droid, Clone Trooper, Super Battle Droid, Droid, Galactic Republic, Prequel Trilogy, Revenge of the Sith",Normal,Box,3646,91,184,Light Bluish Gray,Black
8092-1,Luke's Landspeeder,/sets/8092-1/Luke-s-Landspeeder,Licensed,Star Wars,Episode IV,2010.0,163.0,6.0,/inventories/8092-1,/minifigs/inset-8092-1,24.99,27.0,15.0,4.4,44.0,"C-3PO, Luke Skywalker, Obi-Wan Kenobi, R2-D2, Sandtrooper, Sentry Droid, A New Hope, Droid, Original Trilogy, Tatooine, X-34 Landspeeder",Normal,Box,7595,82,170,Dark Red,Black
8093-1,Plo Koon's Jedi Starfighter,/sets/8093-1/Plo-Koon-s-Jedi-Starfighter,Licensed,Star Wars,The Clone Wars,2010.0,175.0,2.0,/inventories/8093-1,/minifigs/inset-8093-1,24.99,50.0,18.0,4.3,18.0,"Plo Koon, R7-D4, Cartoon, Cartoon Network, Delta 7B Aethersprite Class Light Interceptor, Droid, Galactic Republic, Jedi, Starfighter",Normal,Box,8693,84,177,Blue,White
8095-1,General Grievous' Starfighter,/sets/8095-1/General-Grievous-Starfighter,Licensed,Star Wars,The Clone Wars,2010.0,454.0,4.0,/inventories/8095-1,/minifigs/inset-8095-1,49.99,95.0,35.0,4.7,21.0,"EV-A4-D, General Grievous, Nahdar Vebb, Cartoon, Cartoon Network, Droid, Separatists, Starfighter",Normal,Box,7793,157,469,Dark Bluish Gray,Black
8096-1,Emperor Palpatine's Shuttle,/sets/8096-1/Emperor-Palpatine-s-Shuttle,Licensed,Star Wars,Episode III,2010.0,592.0,4.0,/inventories/8096-1,/minifigs/inset-8096-1,59.99,77.0,36.0,4.0,20.0,"2-1B, Clone Pilot, Darth Vader, Palpatine, Droid, Galactic Empire, Galactic Republic, Prequel Trilogy, Revenge of the Sith, Star Wars Shuttle",Normal,Box,5762,158,602,Light Bluish Gray,White
8097-1,Slave I,/sets/8097-1/Slave-I,Licensed,Star Wars,Episode V,2010.0,573.0,4.0,/inventories/8097-1,/minifigs/inset-8097-1,79.99,128.0,65.0,4.4,30.0,"Boba Fett, Bossk, Han Solo, Bespin, Bounty Hunters, Carbonite, Slave I, The Empire Strikes Back",Normal,Box,5890,172,583,Light Bluish Gray,Dark Bluish Gray
8098-1,Clone Turbo Tank,/sets/8098-1/Clone-Turbo-Tank,Licensed,Star Wars,The Clone Wars,2010.0,1141.0,6.0,/inventories/8098-1,/minifigs/inset-8098-1,119.99,164.0,88.0,4.6,15.0,"Aayla Secura, Ahsoka Tano, Anakin Skywalker, Cad Bane, Clone Trooper Commander, Clone Trooper, Bounty Hunters, Cartoon, Cartoon Network, Galactic Republic, Lifting Handle, Walker",Normal,Box,10712,212,1187,Light Bluish Gray,Black
8099-1,Midi-scale Imperial Star Destroyer,/sets/8099-1/Midi-scale-Imperial-Star-Destroyer,Licensed,Star Wars,Episode IV,2010.0,423.0,0.0,/inventories/8099-1,,39.99,55.0,41.0,4.2,10.0,"Galactic Empire, Midiscale, Original Trilogy",Normal,Box,9326,100,429,Light Bluish Gray,Dark Bluish Gray
8128-1,Cad Bane's Speeder,/sets/8128-1/Cad-Bane-s-Speeder,Licensed,Star Wars,The Clone Wars,2010.0,318.0,5.0,/inventories/8128-1,/minifigs/inset-8128-1,49.99,48.0,37.0,4.4,20.0,"Assassin Droid, Cad Bane, Captain Jayfon, Senate Commando, Shahan Alama, Bounty Hunters, Cartoon, Cartoon Network, Droid",Normal,Box,10696,139,330,Light Bluish Gray,Dark Bluish Gray
8129-1,AT-AT Walker,/sets/8129-1/AT-AT-Walker,Licensed,Star Wars,Episode V,2010.0,815.0,8.0,/inventories/8129-1,/minifigs/inset-8129-1,109.99,249.0,142.0,4.9,9.0,"AT-AT Driver, C-3PO, General Veers, Han Solo, Hoth Rebel Trooper, Luke Skywalker, Snowtrooper, Droid, Galactic Empire, Hoth, Original Trilogy, The Empire Strikes Back, Walker",Normal,Box,10517,181,821,Light Bluish Gray,Black
8188-1,Fire Blaster,/sets/8188-1/Fire-Blaster,Action/Adventure,Power Miners,,2010.0,67.0,2.0,/inventories/8188-1,/minifigs/inset-8188-1,9.99,22.0,7.0,4.3,25.0,"Combustix, Rex, 3Rd Wave, Tanker Vehicle, Underground, Water",Normal,Box,10946,51,75,Light Bluish Gray,Dark Bluish Gray
8189-1,Magma Mech,/sets/8189-1/Magma-Mech,Action/Adventure,Power Miners,,2010.0,183.0,2.0,/inventories/8189-1,/minifigs/inset-8189-1,19.99,27.0,11.0,4.7,13.0,"Firax, Rex, 3Rd Wave, Drill, Mech, Mining, Underground, Water",Normal,Box,15810,93,192,Lime,Light Bluish Gray
8190-1,Claw Catcher,/sets/8190-1/Claw-Catcher,Action/Adventure,Power Miners,,2010.0,259.0,2.0,/inventories/8190-1,/minifigs/inset-8190-1,34.99,67.0,21.0,4.7,7.0,"Dr Brains, Infernox, 3Rd Wave, Underground",Normal,Box,7054,118,273,Light Bluish Gray,Lime
8191-1,Lavatraz,/sets/8191-1/Lavatraz,Action/Adventure,Power Miners,,2010.0,381.0,4.0,/inventories/8191-1,/minifigs/inset-8191-1,49.99,120.0,58.0,4.0,5.0,"Doc, Duke, Eruptorr, Firax, 3Rd Wave, Bigfig, Cage, Crane, Front Loader, Underground, Vending Machine, Volcano, Water",Normal,Box,5572,150,396,Black,Lime
8192-1,Lime Racer,/sets/8192-1/Lime-Racer,Racing,Racers,Tiny Turbos,2010.0,44.0,0.0,/inventories/8192-1,,5.99,5.0,4.0,4.3,3.0,"Microscale, Pickup Truck",Normal,Canister,14768,24,45,Black,Lime
8193-1,Blue Bullet,/sets/8193-1/Blue-Bullet,Racing,Racers,Tiny Turbos,2010.0,50.0,0.0,/inventories/8193-1,,5.99,8.0,2.0,5.0,2.0,"Microscale, Racing Car",Normal,Canister,1444,22,52,Black,Medium Blue
8194-1,Nitro Muscle,/sets/8194-1/Nitro-Muscle,Racing,Racers,Tiny Turbos,2010.0,47.0,0.0,/inventories/8194-1,,5.99,8.0,4.0,3.0,1.0,"Microscale, Racing Car",Normal,Canister,10614,26,48,Dark Blue,Black
8195-1,Turbo Tow,/sets/8195-1/Turbo-Tow,Racing,Racers,Tiny Turbos,2010.0,43.0,0.0,/inventories/8195-1,,5.99,8.0,3.0,4.0,3.0,"Microscale, Tow Truck",Normal,Canister,11324,27,44,Black,Red
8196-1,Chopper Jump,/sets/8196-1/Chopper-Jump,Racing,Racers,Tiny Turbos,2010.0,141.0,0.0,/inventories/8196-1,,14.99,16.0,8.0,4.5,2.0,"Aircraft, Car, Construction, Helicopter, Microscale, Police, Police Helicopter, Propeller Aircraft, Traffic Light",Normal,Box,1570,79,151,Black,White
8197-1,Highway Chaos,/sets/8197-1/Highway-Chaos,Racing,Racers,Tiny Turbos,2010.0,142.0,0.0,/inventories/8197-1,,14.99,20.0,8.0,3.5,2.0,"Microscale, Police, Police Car, Racing Car",Normal,Box,8096,87,151,Black,Light Bluish Gray
8198-1,Ramp Crash,/sets/8198-1/Ramp-Crash,Racing,Racers,Tiny Turbos,2010.0,145.0,0.0,/inventories/8198-1,,14.99,15.0,9.0,4.5,2.0,"Microscale, Truck",Normal,Box,8540,73,152,Black,White
8199-1,Security Smash,/sets/8199-1/Security-Smash,Racing,Racers,Tiny Turbos,2010.0,135.0,0.0,/inventories/8199-1,,14.99,15.0,10.0,4.5,2.0,"Microscale, Truck",Normal,Box,7032,74,139,Black,Light Bluish Gray
8211-1,Brick Street Getaway,/sets/8211-1/Brick-Street-Getaway,Racing,Racers,Tiny Turbos,2010.0,552.0,0.0,/inventories/8211-1,,39.99,41.0,40.0,,,"4X4, 8 Wheel Vehicle, Bank, Camera, Microscale, Pickup Truck, Police, Police Car, Safe, Slammer, Tow Truck",Normal,Box,10073,230,565,Black,Light Bluish Gray
8214-1,Lamborghini Polizia,/sets/8214-1/Lamborghini-Polizia,Racing,Racers,Lamborghini,2010.0,801.0,0.0,/inventories/8214-1,,59.99,222.0,92.0,4.7,3.0,"14 Wide Car, Italy, Police, Police Car",Normal,Box,10547,206,823,Black,Blue
8403-1,City House,/sets/8403-1/City-House,Modern day,City,General,2010.0,383.0,3.0,/inventories/8403-1,/minifigs/inset-8403-1,39.99,78.0,42.0,4.5,10.0,"Baseplate, Bbq, Bedroom, Brick Built Tree, Dog, Hotdog, House, Kitchen, Lamppost, Mini Modular, Skating, Solar Panel, Tree House, Tv",Normal,Box,13043,146,395,White,Dark Bluish Gray
8404-1,Public Transport Station,/sets/8404-1/Public-Transport-Station,Modern day,City,Traffic,2010.0,864.0,6.0,/inventories/8404-1,/minifigs/inset-8404-1,99.99,182.0,114.0,4.6,11.0,"Bicycle, Bus, Car, Coach, Coffee Machine, Convertible, Public Transport, Road Sweeper, Service Vehicle, Shop, Street Vendor, Tram, Truck",Normal,Box,1624,260,884,White,Black
8863-1,Blizzard's Peak,/sets/8863-1/Blizzard-s-Peak,Racing,World Racers,,2010.0,504.0,6.0,/inventories/8863-1,/minifigs/inset-8863-1,59.99,41.0,18.0,4.5,2.0,"Aircraft, Helicopter, Propeller Aircraft, Racing, Snowmobile, Tracked Vehicle",Normal,Box,8179,247,533,Black,Dark Bluish Gray
8864-1,Desert of Destruction,/sets/8864-1/Desert-of-Destruction,Racing,World Racers,,2010.0,961.0,8.0,/inventories/8864-1,/minifigs/inset-8864-1,89.99,74.0,38.0,4.7,3.0,"4X4, Articulated Lorry, Crane, Desert, Dune Buggy, Mobile Base, Pickup Truck, Pit Stop, Racing, Trailer, Truck",Normal,Box,2211,354,1017,Black,Dark Bluish Gray
8896-1,Snake Canyon,/sets/8896-1/Snake-Canyon,Racing,World Racers,,2010.0,57.0,2.0,/inventories/8896-1,/minifigs/inset-8896-1,9.99,16.0,5.0,3.8,11.0,"Motor Bike, Motor Tricycle, Motorcycle, Racing, Sidecar, Snake",Normal,Box,11844,45,61,Black,Light Bluish Gray
8897-1,Jagged Jaws Reef,/sets/8897-1/Jagged-Jaws-Reef,Racing,World Racers,,2010.0,191.0,2.0,/inventories/8897-1,/minifigs/inset-8897-1,19.99,17.0,4.0,4.0,5.0,"Boat, Fish, Racing, Shark, Speedboat",Normal,Box,9403,106,195,Black,White
8898-1,Wreckage Road,/sets/8898-1/Wreckage-Road,Racing,World Racers,,2010.0,288.0,4.0,/inventories/8898-1,/minifigs/inset-8898-1,29.99,34.0,15.0,4.0,4.0,"Finish Line, Racing, Racing Car",Normal,Box,506,126,279,Black,Red
8899-1,Gator Swamp,/sets/8899-1/Gator-Swamp,Racing,World Racers,,2010.0,354.0,5.0,/inventories/8899-1,/minifigs/inset-8899-1,39.99,23.0,18.0,2.0,1.0,"Airboat, Catapult, Crane, Racing, Swamp",Normal,Box,4499,174,347,Black,Light Bluish Gray
