set_no,name,price_store,price_used,popularity,group,year,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
7915-1,Imperial V-wing Starfighter,19.99,13.0,92.4,Licensed,2011.0,141,66,12,Black,Gray
7929-1,The Battle of Naboo,24.99,18.0,108.0,Licensed,2011.0,247,78,12,Gray,Tan
7930-1,Bounty Hunter Assault Gunship,49.99,35.0,34.300000000000004,Licensed,2011.0,399,161,21,Gray,Green
7931-1,T-6 Jedi Shuttle,59.99,39.0,58.800000000000004,Licensed,2011.0,397,127,18,White,Red
7956-1,Ewok Attack,24.99,23.0,65.6,Licensed,2011.0,171,91,13,Brown,Black
7957-1,Sith Nightspeeder,24.99,17.0,30.800000000000004,Licensed,2011.0,219,79,15,Gray,Gray
7959-1,Geonosian Starfighter,29.99,23.0,41.0,Licensed,2011.0,164,75,15,Gray,Brown
7961-1,Darth Maul's Sith Infiltrator,69.99,32.0,34.4,Licensed,2011.0,486,166,16,Gray,Gray
7962-1,Anakin Skywalker and Sebulba's Podracers,89.99,76.0,48.0,Licensed,2011.0,830,200,23,Gray,Gray
7964-1,Republic Frigate,119.99,120.0,36.0,Licensed,2011.0,1059,259,22,Gray,Gray
7965-1,Millennium Falcon,139.99,104.0,123.20000000000002,Licensed,2011.0,1271,263,21,Gray,Gray
7976-1,Ocean Speeder,4.99,4.0,22.799999999999997,Action/Adventure,2011.0,61,45,16,Red,Yellow
7977-1,Seabed Strider,9.99,6.0,38.699999999999996,Action/Adventure,2011.0,111,55,14,Gray,Red
7978-1,Angler Attack,19.99,22.0,23.0,Action/Adventure,2011.0,215,112,24,Green,Black
7984-1,Deep Sea Raider,29.99,19.0,14.100000000000001,Action/Adventure,2011.0,278,134,23,Gray,Red
7985-1,City of Atlantis,69.99,76.0,27.0,Action/Adventure,2011.0,705,219,25,White,Gray
8200-1,Radiator Springs Lightning McQueen,6.99,8.0,18.0,Licensed,2011.0,35,20,7,Red,Black
8201-1,Radiator Springs Classic Mater,6.99,5.0,35.2,Licensed,2011.0,56,38,8,Brown,Black
8206-1,Tokyo Pit Stop,14.99,10.0,20.0,Licensed,2011.0,150,87,16,Black,Yellow
8221-1,Storming Enforcer,12.99,7.0,,Racing,2011.0,103,64,10,Black,Gray
8227-1,Dragon Dueler,12.99,4.0,,Racing,2011.0,93,44,9,Red,Black
8228-1,Sting Striker,12.99,4.0,,Racing,2011.0,85,41,8,Black,Yellow
8231-1,Vicious Viper,12.99,7.0,,Racing,2011.0,99,54,7,Black,Green
8423-1,World Grand Prix Racing Rivalry,14.99,12.0,19.0,Licensed,2011.0,139,71,10,Red,White
8424-1,Mater's Spy Zone,14.99,13.0,11.2,Licensed,2011.0,122,79,14,Black,Brown
8426-1,Escape at Sea,19.99,13.0,11.100000000000001,Licensed,2011.0,167,86,13,Gray,Black
8484-1,Ultimate Build Lightning McQueen,29.99,45.0,9.0,Licensed,2011.0,248,112,14,Red,Black
8486-1,Mack's Team Truck,39.99,42.0,14.100000000000001,Licensed,2011.0,390,144,9,Red,Black
8487-1,Flo's V8 Cafe,59.99,63.0,8.0,Licensed,2011.0,529,212,19,Gray,Black
8638-1,Spy Jet Escape,49.99,30.0,8.0,Licensed,2011.0,347,169,18,Black,White
8639-1,Big Bentley Bust Out,69.99,45.0,4.0,Licensed,2011.0,774,306,23,Tan,Black
8677-1,Ultimate Build Mater,29.99,31.0,17.2,Licensed,2011.0,299,113,17,Brown,Gray
8678-1,Ultimate Build Francesco,29.99,15.0,7.0,Licensed,2011.0,195,101,8,White,Red
8679-1,Tokyo International Circuit,89.99,59.0,9.0,Licensed,2011.0,866,279,19,Black,White
10217-1,Diagon Alley,149.99,278.0,44.1,Licensed,2011.0,2072,377,30,Black,White
10218-1,Pet Shop,149.99,158.0,70.5,Model making,2011.0,2100,418,34,Gray,Black
10219-1,Maersk Train,119.99,156.0,44.1,Model making,2011.0,1271,226,17,Black,Gray
10220-1,Volkswagen T1 Camper Van,119.99,71.0,81.6,Model making,2011.0,1360,258,24,White,Red
10221-1,Super Star Destroyer ,399.99,606.0,47.3,Licensed,2011.0,3176,209,19,Gray,Gray
10222-1,Winter Village Post Office,69.99,239.0,27.0,Model making,2011.0,839,275,25,Tan,White
10231-1,Shuttle Expedition,99.99,249.0,27.0,Model making,2011.0,1246,257,19,White,Black
21000-2,Willis Tower,19.99,26.0,,Model making,2011.0,70,19,3,Black,Gray
21007-1,Rockefeller Center,39.99,50.0,9.0,Model making,2011.0,243,50,4,Tan,Gray
21008-1,Burj Khalifa,24.99,34.0,17.2,Model making,2011.0,210,22,3,Gray,Black
21009-1,Farnsworth House,59.99,128.0,22.0,Model making,2011.0,553,54,8,White,Tan
21010-1,Robie House,199.99,301.0,32.199999999999996,Model making,2011.0,2283,100,8,Red,Gray
21011-1,Brandenburg Gate,34.99,34.0,15.0,Model making,2011.0,368,44,5,Tan,Green
3817-1,The Flying Dutchman,24.99,24.0,20.0,Licensed,2012.0,250,106,20,Brown,Gray
3818-1,Bikini Bottom Undersea Party,49.99,70.0,4.0,Licensed,2012.0,486,194,30,Yellow,Gray
4200-1,Mining 4x4,11.99,7.0,28.799999999999997,Modern day,2012.0,112,70,17,Yellow,Gray
4201-1,Loader and Tipper,17.99,11.0,9.0,Modern day,2012.0,149,82,15,Black,Gray
4202-1,Mining Truck,34.99,22.0,20.0,Modern day,2012.0,269,93,19,Yellow,Black
4203-1,Excavator Transporter,39.99,24.0,5.0,Modern day,2012.0,312,143,20,Black,Yellow
4204-1,The Mine,99.99,70.0,23.0,Modern day,2012.0,787,335,25,Gray,Black
4205-1,Off-Road Command Centre,39.99,25.0,5.0,Modern day,2012.0,398,150,16,Blue,White
4206-2,Recycling Truck,29.99,28.0,14.100000000000001,Modern day,2012.0,311,151,24,Black,White
4207-1,City Garage,119.99,78.0,30.800000000000004,Modern day,2012.0,952,303,23,White,Gray
4208-1,Fire Truck,19.99,13.0,17.2,Modern day,2012.0,247,96,19,Gray,Red
4209-1,Fire Plane,59.99,29.0,17.2,Modern day,2012.0,524,185,24,Red,Gray
4427-1,Fire ATV,5.99,3.0,37.800000000000004,Modern day,2012.0,53,35,12,Gray,Black
4429-1,Helicopter Rescue,59.99,51.0,26.4,Modern day,2012.0,444,195,21,White,Gray
4430-1,Fire Transporter,49.99,56.0,,Modern day,2012.0,534,198,17,Red,White
4431-1,Ambulance,19.99,27.0,30.800000000000004,Modern day,2012.0,204,107,17,White,Red
4432-1,Garbage Truck,19.99,21.0,61.49999999999999,Modern day,2012.0,215,106,18,White,Black
4433-1,Dirt Bike Transporter,19.99,13.0,25.0,Modern day,2012.0,211,101,16,Gray,Black
4434-1,Dump Truck,19.99,21.0,46.0,Modern day,2012.0,228,92,17,Gray,Gray
4435-1,Car and Caravan,19.99,18.0,16.0,Modern day,2012.0,224,104,20,White,Gray
4436-1,Patrol Car,11.99,6.0,28.0,Modern day,2012.0,102,61,18,Gray,Black
4437-1,Police Pursuit,17.99,6.0,12.899999999999999,Modern day,2012.0,133,73,18,Gray,Red
4438-1,Robbers' Hideout,39.99,39.0,19.0,Modern day,2012.0,328,159,25,Black,Gray
4439-1,Heavy-Lift Helicopter,49.99,21.0,18.0,Modern day,2012.0,400,140,16,White,Blue
4440-1,Forest Police Station,79.99,39.0,25.200000000000003,Modern day,2012.0,650,263,26,White,Blue
4441-1,Police Dog Van,34.99,16.0,28.799999999999997,Modern day,2012.0,322,140,24,Gray,White
4473-1,Police Helicopter,17.99,15.0,4.0,Modern day,2012.0,106,74,13,White,Gray
4526-1,Batman,14.99,10.0,4.0,Licensed,2012.0,40,20,6,Black,Blue
4527-1,The Joker,14.99,11.0,4.0,Licensed,2012.0,62,37,12,Black,Yellow
4528-1,Green Lantern,14.99,10.0,5.0,Licensed,2012.0,40,23,9,Black,Green
4529-1,Iron Man,14.99,22.0,,Licensed,2012.0,45,27,7,Red,Black
4530-1,The Hulk,14.99,11.0,12.899999999999999,Licensed,2012.0,39,19,6,Black,Green
4597-1,Captain America,14.99,17.0,8.0,Licensed,2012.0,48,21,7,Black,Red
5882-1,Ambush Attack,11.99,12.0,41.4,Action/Adventure,2012.0,86,53,18,Yellow,Gray
5883-1,Tower Takedown,19.99,23.0,32.0,Action/Adventure,2012.0,141,80,20,Gray,Yellow
5884-1,Raptor Chase,29.99,30.0,34.4,Action/Adventure,2012.0,269,128,22,Yellow,Gray
5885-1,Triceratops Trapper,49.99,60.0,24.0,Action/Adventure,2012.0,279,92,15,Yellow,Black
5886-1,T-Rex Hunter,69.99,77.0,23.0,Action/Adventure,2012.0,487,181,21,Yellow,Black
5887-1,Dino Defense HQ,99.99,136.0,18.0,Action/Adventure,2012.0,794,211,21,Gray,Gray
5888-1,Ocean Interceptor,34.99,64.0,4.0,Action/Adventure,2012.0,228,103,18,Yellow,Gray
6857-1,The Dynamic Duo Funhouse Escape,39.99,34.0,30.0,Licensed,2012.0,396,175,21,Black,Red
6858-1,Catwoman Catcycle City Chase,12.99,10.0,68.8,Licensed,2012.0,99,66,18,Black,Gray
6860-1,The Batcave,69.99,38.0,32.9,Licensed,2012.0,713,268,22,Gray,Gray
6862-2,Superman vs. Power Armor Lex,19.99,12.0,50.400000000000006,Licensed,2012.0,213,86,15,Gray,Black
6863-1,Batwing Battle Over Gotham City,34.99,20.0,32.8,Licensed,2012.0,289,146,21,Black,Gray
6864-1,Batmobile and the Two-Face Chase,49.99,43.0,25.799999999999997,Licensed,2012.0,560,242,24,Black,Tan
6865-1,Captain America's Avenging Cycle,12.99,13.0,68.0,Licensed,2012.0,74,47,16,Gray,Yellow
6866-1,Wolverine's Chopper Showdown,19.99,69.0,59.8,Licensed,2012.0,207,90,16,Black,Red
6867-1,Loki's Cosmic Cube Escape,19.99,25.0,34.4,Licensed,2012.0,186,88,15,Blue,Black
6868-1,Hulk's Helicarrier Breakout,49.99,39.0,36.8,Licensed,2012.0,396,172,23,Gray,Black
6869-1,Quinjet Aerial Battle,69.99,55.0,35.0,Licensed,2012.0,750,240,26,Black,Gray
6873-1,Spider-Man's Doc Ock Ambush,29.99,28.0,25.799999999999997,Licensed,2012.0,306,119,18,Black,Gray
6912-1,Super Soarer,14.99,4.0,17.2,Model making,2012.0,132,67,11,Yellow,Gray
6913-1,Blue Roadster,14.99,6.0,16.0,Model making,2012.0,162,69,12,Blue,White
6914-1,Prehistoric Hunters,17.99,11.0,11.100000000000001,Model making,2012.0,194,58,8,Red,Red
7291-1,Street Rebel,19.99,6.0,9.0,Model making,2012.0,206,88,10,Black,Gray
7292-1,Propeller Adventures,19.99,10.0,10.0,Model making,2012.0,253,93,12,Gray,Red
7345-1,Transport Chopper,34.99,13.0,8.0,Model making,2012.0,392,153,12,Black,Gray
7346-1,Seaside House,49.99,27.0,14.100000000000001,Model making,2012.0,433,143,20,Blue,Gray
7347-1,Highway Pickup,79.99,62.0,14.100000000000001,Model making,2012.0,829,243,16,Gray,Black
9092-1,Crazy Demon,9.99,5.0,4.0,Racing,2012.0,93,51,12,Red,Black
9093-1,Bone Cruncher,9.99,6.0,5.0,Racing,2012.0,92,51,10,Yellow,Black
9094-1,Star Striker,9.99,6.0,4.0,Racing,2012.0,93,51,10,Blue,Black
9095-1,Nitro Predator,9.99,5.0,4.0,Racing,2012.0,90,44,12,Black,Red
9440-1,Venomari Shrine,6.99,6.0,50.400000000000006,Action/Adventure,2012.0,91,43,17,Tan,Gray
9441-1,Kai's Blade Cycle,14.99,11.0,49.5,Action/Adventure,2012.0,199,102,19,Red,Black
9442-1,Jay's Storm Fighter,24.99,15.0,25.200000000000003,Action/Adventure,2012.0,250,107,16,Blue,Black
9443-1,Rattlecopter,29.99,19.0,37.800000000000004,Action/Adventure,2012.0,310,133,19,Gray,Gray
9444-1,Cole's Tread Assault,39.99,30.0,9.0,Action/Adventure,2012.0,295,120,20,Black,Gray
9445-1,Fangpyre Truck Ambush,49.99,51.0,10.0,Action/Adventure,2012.0,468,180,17,Green,Gray
9446-1,Destiny's Bounty,79.99,74.0,28.200000000000003,Action/Adventure,2012.0,703,256,22,Black,Brown
9447-1,Lasha's Bite Cycle,24.99,17.0,4.0,Action/Adventure,2012.0,264,134,19,Black,Green
9448-1,Samurai Mech,39.99,34.0,23.0,Action/Adventure,2012.0,470,152,21,Red,Black
9449-1,Ultra Sonic Raider,79.99,53.0,27.0,Action/Adventure,2012.0,649,225,24,Black,White
9450-1,Epic Dragon Battle,119.99,92.0,25.0,Action/Adventure,2012.0,923,298,27,Black,Gray
9455-1,Fangpyre Mech,24.99,22.0,24.0,Action/Adventure,2012.0,251,82,14,Green,Gray
9456-1,Spinner Battle Arena,39.99,27.0,,Action/Adventure,2012.0,430,144,23,Black,Green
9457-1,Fangpyre Wrecking Ball,49.99,58.0,10.0,Action/Adventure,2012.0,432,156,20,Black,Gray
9461-1,The Swamp Creature,6.99,10.0,40.0,Action/Adventure,2012.0,77,50,20,Gray,Black
9462-1,The Mummy,11.99,11.0,24.0,Action/Adventure,2012.0,97,56,22,Gray,Black
9463-1,The Werewolf,19.99,22.0,26.4,Action/Adventure,2012.0,252,94,22,Black,Brown
9464-1,The Vampyre Hearse,34.99,31.0,14.100000000000001,Action/Adventure,2012.0,324,135,22,Black,Gray
9465-1,The Zombies,39.99,134.0,10.0,Action/Adventure,2012.0,465,180,28,Gray,Gray
9466-1,The Crazy Scientist & His Monster,49.99,46.0,18.0,Action/Adventure,2012.0,447,220,28,Gray,Gray
9467-1,The Ghost Train,79.99,83.0,42.0,Action/Adventure,2012.0,772,204,27,Black,White
9468-1,Vampyre Castle,99.99,108.0,39.2,Action/Adventure,2012.0,971,269,33,Gray,Gray
9469-1,Gandalf Arrives,12.99,22.0,96.80000000000001,Licensed,2012.0,85,47,14,Tan,Tan
9470-1,Shelob Attacks,19.99,32.0,65.8,Licensed,2012.0,240,99,18,Black,Brown
9471-1,Uruk-Hai Army,29.99,54.0,50.599999999999994,Licensed,2012.0,265,112,17,Gray,Gray
9472-1,Attack On Weathertop,59.99,69.0,61.1,Licensed,2012.0,448,128,18,Gray,Gray
9473-1,The Mines of Moria,79.99,97.0,51.599999999999994,Licensed,2012.0,803,214,25,Gray,Gray
9474-1,The Battle of Helm's Deep,129.99,168.0,58.800000000000004,Licensed,2012.0,1409,261,25,Gray,Gray
9476-1,The Orc Forge,39.99,55.0,46.0,Licensed,2012.0,376,129,20,Gray,Black
9478-1,Francesco Bernoulli,6.99,9.0,3.0,Licensed,2012.0,49,34,6,White,Red
9479-1,Ivan Mater,6.99,7.0,3.0,Licensed,2012.0,55,38,8,Blue,Black
9480-1,Finn McMissile,6.99,8.0,9.0,Licensed,2012.0,58,37,9,Blue,Black
9481-1,Jeff Gorvette,6.99,11.0,4.0,Licensed,2012.0,57,34,10,Black,Yellow
9483-1,Agent Mater's Escape,14.99,15.0,9.0,Licensed,2012.0,154,94,13,Black,Gray
9484-1,Red's Water Rescue,19.99,26.0,7.0,Licensed,2012.0,209,105,15,Red,Gray
9485-1,Ultimate Race Set,29.99,37.0,,Licensed,2012.0,291,107,13,Black,Red
9486-1,Oil Rig Escape,49.99,47.0,5.0,Licensed,2012.0,442,206,21,Gray,Black
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,12.99,17.0,105.60000000000001,Licensed,2012.0,111,62,9,Black,Gray
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,12.99,15.0,45.599999999999994,Licensed,2012.0,81,63,14,Black,Brown
9490-1,Droid Escape,19.99,17.0,53.3,Licensed,2012.0,141,74,13,Gray,Gray
9491-1,Geonosian Cannon,19.99,15.0,34.4,Licensed,2012.0,138,75,16,Brown,Black
9492-1,TIE Fighter,54.99,46.0,87.39999999999999,Licensed,2012.0,417,106,12,Gray,Black
9493-1,X-wing Starfighter,59.99,60.0,76.8,Licensed,2012.0,577,160,18,White,Gray
9494-1,Anakin's Jedi Interceptor,39.99,42.0,45.0,Licensed,2012.0,316,127,22,Gray,Black
9495-1,Gold Leader's Y-wing Starfighter,49.99,49.0,39.6,Licensed,2012.0,468,143,17,Gray,Gray
9496-1,Desert Skiff,24.99,22.0,108.0,Licensed,2012.0,223,101,20,Gray,Tan
9497-1,Republic Striker-class Starfighter,44.99,33.0,40.0,Licensed,2012.0,388,142,21,Red,Black
9498-1,Saesee Tiin's Jedi Starfighter,29.99,30.0,30.800000000000004,Licensed,2012.0,250,110,19,Gray,Gray
9499-1,Gungan Sub,69.99,77.0,5.0,Licensed,2012.0,483,162,22,Gray,Blue
9500-1,Sith Fury-class Interceptor,89.99,81.0,51.599999999999994,Licensed,2012.0,754,176,14,Black,Gray
9515-1,Malevolence,119.99,106.0,45.099999999999994,Licensed,2012.0,1114,247,26,Gray,Black
9516-1,Jabba's Palace,119.99,129.0,55.199999999999996,Licensed,2012.0,734,209,28,Tan,Tan
9525-1,Pre Vizsla's Mandalorian Fighter,49.99,52.0,12.899999999999999,Licensed,2012.0,409,160,17,White,Gray
9526-1,Palpatine's Arrest,89.99,136.0,18.0,Licensed,2012.0,660,210,24,Gray,Gray
9677-1,X-wing Starfighter & Yavin 4,9.99,10.0,17.0,Licensed,2012.0,82,45,12,Gray,White
9678-1,Twin-Pod Cloud Car & Bespin,9.99,6.0,38.699999999999996,Licensed,2012.0,81,35,9,Yellow,Gray
9679-1,AT-ST & Endor,9.99,9.0,31.2,Licensed,2012.0,67,41,7,Gray,Black
10223-1,Kingdoms Joust,119.99,151.0,45.0,Historical,2012.0,1624,322,29,Gray,Brown
10224-1,Town Hall,199.99,395.0,25.0,Model making,2012.0,2818,351,25,White,Gray
10225-1,R2-D2,179.99,249.0,47.0,Licensed,2012.0,2166,300,19,White,Gray
10226-1,Sopwith Camel,99.99,113.0,40.0,Model making,2012.0,895,194,16,Green,Gray
10227-1,B-Wing Starfighter,199.99,279.0,12.0,Licensed,2012.0,1523,297,16,Gray,Gray
10228-1,Haunted House,179.99,289.0,49.0,Action/Adventure,2012.0,2092,243,22,Gray,Black
10229-1,Winter Village Cottage,99.99,205.0,40.0,Model making,2012.0,1532,368,29,White,Brown
10230-1,Mini Modulars,79.99,129.0,42.300000000000004,Model making,2012.0,1418,279,24,Gray,Gray
21012-1,Sydney Opera House,39.99,60.0,9.899999999999999,Model making,2012.0,275,60,7,Tan,White
21013-1,Big Ben,29.99,24.0,9.0,Model making,2012.0,352,40,6,Tan,Gray
21014-1,Villa Savoye,69.99,98.0,23.0,Model making,2012.0,668,102,9,White,Gray
21016-1,Sungnyemun,34.99,148.0,9.0,Model making,2012.0,328,53,7,Gray,Gray
79000-1,Riddles for the Ring,9.99,14.0,30.800000000000004,Licensed,2012.0,113,58,12,Gray,Tan
79001-1,Escape from Mirkwood Spiders,29.99,26.0,25.799999999999997,Licensed,2012.0,312,109,17,Black,Gray
79002-1,Attack of the Wargs,49.99,54.0,25.200000000000003,Licensed,2012.0,411,147,21,Brown,Green
79003-1,An Unexpected Gathering,69.99,94.0,50.0,Licensed,2012.0,698,232,29,Brown,Green
79004-1,Barrel Escape,39.99,49.0,14.100000000000001,Licensed,2012.0,349,140,24,Tan,Brown
79010-1,The Goblin King Battle,99.99,81.0,23.0,Licensed,2012.0,884,256,23,Gray,Black
10232-1,Palace Cinema,149.99,165.0,40.0,Model making,2013.0,2250,364,27,Gray,Tan
10233-1,Horizon Express,129.99,149.0,28.799999999999997,Model making,2013.0,1379,253,22,Black,White
10234-1,Sydney Opera House,319.99,223.0,15.0,Model making,2013.0,3010,230,16,Tan,White
10235-1,Winter Village Market,99.99,130.0,27.0,Model making,2013.0,1299,283,34,Tan,White
10236-1,Ewok Village,249.99,245.0,24.0,Licensed,2013.0,2080,385,30,Brown,Brown
10237-1,Tower of Orthanc,199.99,230.0,34.300000000000004,Licensed,2013.0,2427,423,28,Black,Gray
10240-1,Red Five X-wing Starfighter,199.99,213.0,27.0,Licensed,2013.0,1578,318,18,Gray,White
10937-1,Batman: Arkham Asylum Breakout,159.99,142.0,28.799999999999997,Licensed,2013.0,1692,447,33,Gray,Gray
21015-1,The Leaning Tower of Pisa,34.99,64.0,11.100000000000001,Model making,2013.0,350,45,6,White,Gray
21017-1,Imperial Hotel,129.99,98.0,14.100000000000001,Model making,2013.0,1204,112,8,Tan,Gray
21018-1,United Nations Headquarters,49.99,61.0,15.0,Model making,2013.0,606,87,8,White,Transparent
21050-1,Architecture Studio,159.99,157.0,4.0,Model making,2013.0,1210,76,2,White,Transparent
21105-1,The Village,34.99,25.0,7.0,Licensed,2013.0,490,91,16,Gray,Green
21106-1,The Nether,34.99,12.0,3.0,Licensed,2013.0,487,77,15,Red,Black
31002-1,Super Racer,14.99,6.0,14.100000000000001,Model making,2013.0,130,59,8,Yellow,Gray
31003-1,Red Rotors,14.99,3.0,12.0,Model making,2013.0,150,57,11,Red,Gray
31004-1,Fierce Flyer,14.99,9.0,28.799999999999997,Model making,2013.0,172,70,9,Brown,Black
31005-1,Construction Hauler,17.99,8.0,5.0,Model making,2013.0,266,90,12,Gray,Red
31006-1,Highway Speedster,24.99,13.0,17.2,Model making,2013.0,301,105,13,White,Black
31007-1,Power Mech,19.99,16.0,15.0,Model making,2013.0,230,87,13,Black,Green
31008-1,Thunder Wings,19.99,14.0,4.0,Model making,2013.0,246,107,11,Blue,Black
31009-1,Small Cottage,24.99,19.0,10.0,Model making,2013.0,280,99,18,Red,White
31010-1,Treehouse,29.99,18.0,12.0,Model making,2013.0,372,113,18,Brown,White
31011-1,Aviation Adventures,59.99,42.0,14.100000000000001,Model making,2013.0,637,199,19,Blue,White
31012-1,Family House,69.99,55.0,20.0,Model making,2013.0,780,221,27,White,Gray
60000-1,Fire Motorcycle,6.99,4.0,28.0,Modern day,2013.0,47,33,14,Green,Black
60001-1,Fire Chief Car,11.99,6.0,12.899999999999999,Modern day,2013.0,83,52,17,Red,Gray
60002-1,Fire Truck,19.99,15.0,15.2,Modern day,2013.0,215,103,13,White,Red
60003-1,Fire Emergency,39.99,15.0,8.0,Modern day,2013.0,313,136,19,Red,Gray
60004-1,Fire Station,99.99,55.0,27.0,Modern day,2013.0,781,283,21,Red,White
60005-1,Fire Boat,29.99,27.0,5.0,Modern day,2013.0,236,127,19,White,Yellow
60006-1,Police ATV,6.99,3.0,16.0,Modern day,2013.0,56,40,11,Black,White
60007-1,High Speed Chase,29.99,13.0,25.799999999999997,Modern day,2013.0,300,143,19,Black,Red
60008-1,Museum Break-in,69.99,38.0,12.899999999999999,Modern day,2013.0,582,217,25,Gray,Tan
60009-1,Helicopter Arrest,49.99,51.0,,Modern day,2013.0,366,209,25,Black,Gray
60011-1,Surfer Rescue,6.99,4.0,20.0,Modern day,2013.0,37,35,10,White,Gray
60012-1,Coast Guard 4x4 & Diving Boat,19.99,8.0,12.899999999999999,Modern day,2013.0,138,82,12,Gray,Gray
60013-1,Coast Guard Helicopter,39.99,25.0,24.0,Modern day,2013.0,247,140,16,White,Black
60014-1,Coast Guard Patrol,79.99,46.0,8.0,Modern day,2013.0,466,208,22,White,Black
60015-1,Coast Guard Plane,44.99,38.0,4.0,Modern day,2013.0,295,138,21,Gray,White
60016-1,Tanker Truck,19.99,28.0,7.0,Modern day,2013.0,199,99,14,Gray,White
60017-1,Flatbed Truck,19.99,14.0,42.300000000000004,Modern day,2013.0,223,120,19,Gray,Black
60018-1,Cement Mixer,19.99,29.0,38.4,Modern day,2013.0,229,105,14,Black,Gray
60019-1,Stunt Plane,19.99,8.0,27.0,Modern day,2013.0,150,104,15,Black,Gray
60020-1,Cargo Truck,39.99,30.0,19.2,Modern day,2013.0,328,138,16,Gray,Black
60021-1,Cargo Heliplane,44.99,29.0,21.0,Modern day,2013.0,399,158,17,Gray,Gray
60022-1,Cargo Terminal,99.99,101.0,18.0,Modern day,2013.0,666,250,20,White,Gray
60023-1,LEGO City Starter Set,29.99,21.0,4.0,Modern day,2013.0,283,135,23,White,Red
60025-1,Grand Prix Truck,29.99,29.0,13.2,Modern day,2013.0,335,157,13,Green,White
60026-1,Town Square,119.99,101.0,10.0,Modern day,2013.0,948,410,29,Black,Gray
60027-1,Monster Truck Transporter,29.99,26.0,3.0,Modern day,2013.0,317,153,13,Black,Red
70000-1,Razcal's Glider,11.99,5.0,28.200000000000003,Action/Adventure,2013.0,117,66,13,Black,Gray
70001-1,Crawley's Claw Ripper,14.99,7.0,19.0,Action/Adventure,2013.0,147,77,15,Gray,Green
70002-1,Lennox' Lion Attack,24.99,6.0,9.0,Action/Adventure,2013.0,237,108,17,Black,Gray
70003-1,Eris' Eagle Interceptor,34.99,14.0,30.0,Action/Adventure,2013.0,356,145,21,White,Blue
70004-1,Wakz' Pack Tracker,29.99,13.0,12.0,Action/Adventure,2013.0,313,141,15,Gray,Black
70005-1,Laval's Royal Fighter,39.99,18.0,12.0,Action/Adventure,2013.0,438,161,21,Black,Gray
70006-1,Cragger's Command Ship,79.99,41.0,14.100000000000001,Action/Adventure,2013.0,637,201,20,Red,Green
70007-1,Eglor's Twin Bike,24.99,8.0,4.0,Action/Adventure,2013.0,232,111,19,Black,Gray
70008-1,Gorzan's Gorilla Striker,49.99,27.0,14.100000000000001,Action/Adventure,2013.0,522,188,22,Black,Brown
70009-1,Worriz's Combat Lair,69.99,35.0,5.0,Action/Adventure,2013.0,672,261,17,Gray,Black
70010-1,The Lion CHI Temple,119.99,82.0,10.0,Action/Adventure,2013.0,1306,362,31,Gray,Yellow
70011-1,Eagles' Castle,39.99,26.0,4.0,Action/Adventure,2013.0,382,155,22,Gray,Gray
70012-2,Razar's CHI Raider,39.99,17.0,4.0,Action/Adventure,2013.0,424,164,25,Gray,Black
70013-1,Equila's Ultra Striker,39.99,22.0,4.0,Action/Adventure,2013.0,348,143,16,Blue,White
70014-1,The Croc Swamp Hideout,69.99,79.0,8.0,Action/Adventure,2013.0,672,240,24,Gray,Brown
70115-1,Ultimate Speedor Tournament,29.99,15.0,3.0,Action/Adventure,2013.0,261,127,24,Black,Brown
70400-1,Forest Ambush,11.99,11.0,27.0,Historical,2013.0,96,68,18,Brown,Yellow
70401-1,Gold Getaway,19.99,20.0,9.0,Historical,2013.0,211,121,17,Black,Gray
70402-1,The Gatehouse Raid,29.99,29.0,12.899999999999999,Historical,2013.0,260,113,17,Gray,Gray
70403-1,Dragon Mountain,49.99,70.0,17.2,Historical,2013.0,406,206,24,Black,Gray
70404-1,King's Castle,99.99,128.0,21.0,Historical,2013.0,1026,264,26,Gray,Gray
70500-1,Kai's Fire Mech,9.99,15.0,39.6,Action/Adventure,2013.0,107,56,11,Red,Yellow
